Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Anze Kopitar,LAK,24,F,82,25,51,76,20,12,21:20,15:41,3:23,2:14,15,8,2,2,0,31,18,2,7,2,46,26,4,9,2,34.2%,0.857,1.749,2.606,0.699,1.445,2.144,1.724,3.878,5.602,0.305,0.622,0.927,230,10.9%,72,53,763,655,53.81%
Martin St. Louis,TBL,36,F,77,25,49,74,16,-3,22:37,18:25,3:46,0:25,21,4,0,3,1,37,12,0,7,3,58,16,0,10,4,21.6%,0.861,1.687,2.548,0.888,1.564,2.452,0.826,2.477,3.303,0.325,0.636,0.961,185,13.5%,17,39,18,23,43.90%
Jason Pominville,BUF,29,F,82,30,43,73,12,-7,19:40,14:19,3:08,2:13,20,8,2,5,2,24,18,1,6,3,44,26,3,11,5,35.6%,1.115,1.599,2.714,1.021,1.226,2.247,1.868,4.203,6.072,0.366,0.524,0.89,235,12.8%,30,52,179,196,47.73%
Loui Eriksson,DAL,26,F,82,26,45,71,12,18,19:45,15:19,2:38,1:46,19,5,2,3,2,37,7,1,9,0,56,12,3,12,2,16.9%,0.963,1.666,2.629,0.907,1.766,2.673,1.381,1.933,3.314,0.317,0.549,0.866,187,13.9%,20,40,7,9,43.75%
Eric Staal,CAR,27,F,82,24,46,70,48,-20,21:32,16:27,3:38,1:26,14,7,3,3,1,28,16,2,6,0,42,23,5,9,1,32.9%,0.815,1.562,2.377,0.622,1.244,1.867,1.408,3.218,4.626,0.293,0.561,0.854,262,9.2%,48,35,882,799,52.47%
Matt Moulson,NYI,28,F,82,36,33,69,6,1,19:18,16:07,3:08,0:02,22,14,0,5,0,23,10,0,5,1,45,24,0,10,1,34.8%,1.365,1.251,2.616,0.998,1.043,2.041,3.266,2.333,5.599,0.439,0.402,0.841,219,16.4%,33,40,2,2,50.00%
Patrick Sharp,CHI,30,F,74,33,36,69,38,28,19:53,15:16,3:31,1:05,25,7,1,8,2,26,10,0,6,0,51,17,1,14,2,24.6%,1.345,1.467,2.811,1.327,1.38,2.707,1.608,2.297,3.905,0.446,0.486,0.932,282,11.7%,80,18,139,152,47.77%
Zach Parise,NJD,27,F,82,31,38,69,32,-5,21:29,16:05,3:26,1:57,21,7,3,3,1,27,7,4,8,1,48,14,7,11,2,20.3%,1.056,1.294,2.35,0.955,1.228,2.183,1.486,1.486,2.972,0.378,0.463,0.841,293,10.6%,65,39,30,33,47.62%
Henrik Zetterberg,DET,31,F,82,22,47,69,47,14,19:50,15:32,3:13,1:04,19,3,0,4,0,34,11,2,7,0,53,14,2,11,0,20.3%,0.811,1.733,2.545,0.894,1.6,2.495,0.682,2.5,3.182,0.268,0.573,0.841,267,8.2%,45,26,548,567,49.15%
Scott Hartnell,PHI,29,F,82,37,30,67,136,19,17:46,14:28,3:12,0:05,21,16,0,6,1,23,7,0,4,2,44,23,0,10,3,34.3%,1.523,1.235,2.758,1.061,1.162,2.224,3.645,1.595,5.24,0.451,0.366,0.817,232,16.0%,188,37,20,43,31.75%
Jarome Iginla,CGY,34,F,82,32,35,67,43,-10,20:36,17:15,3:20,0:01,24,8,0,5,0,24,11,0,7,0,48,19,0,12,0,28.4%,1.136,1.243,2.379,1.018,1.018,2.036,1.755,2.413,4.169,0.39,0.427,0.817,251,12.8%,124,43,214,212,50.23%
Daniel Sedin,VAN,31,F,72,30,37,67,40,14,18:48,15:14,3:30,0:04,20,10,0,6,2,22,15,0,9,1,42,25,0,15,3,37.3%,1.329,1.639,2.967,1.094,1.204,2.298,2.377,3.565,5.942,0.417,0.514,0.931,229,13.1%,21,15,6,13,31.58%
Tyler Seguin,BOS,19,F,81,29,38,67,30,34,16:56,14:27,2:27,0:01,24,5,0,7,0,28,10,0,5,0,52,15,0,12,0,22.4%,1.268,1.662,2.93,1.23,1.435,2.665,1.505,3.01,4.514,0.358,0.469,0.827,242,12.0%,26,17,46,60,43.40%
Joffrey Lupul,TOR,28,F,66,25,42,67,48,1,18:36,15:18,3:16,0:01,17,8,0,3,0,29,13,0,3,2,46,21,0,6,2,31.3%,1.221,2.052,3.273,1.009,1.722,2.731,2.218,3.604,5.822,0.379,0.636,1.015,191,13.1%,110,25,21,37,36.21%
Pavel Datsyuk,DET,33,F,70,19,48,67,14,21,19:34,15:16,3:04,1:13,15,4,0,5,1,29,19,0,8,0,44,23,0,13,1,34.3%,0.832,2.102,2.935,0.842,1.628,2.47,1.114,5.291,6.405,0.271,0.686,0.957,164,11.6%,76,31,702,547,56.20%
Pierre Parenteau,NYI,28,F,80,18,49,67,89,-8,18:39,15:41,2:56,0:01,12,6,0,2,0,36,13,0,6,2,48,19,0,8,2,28.4%,0.724,1.97,2.694,0.574,1.721,2.294,1.53,3.315,4.846,0.225,0.613,0.838,167,10.8%,99,23,10,16,38.46%
Teemu Selänne,ANA,41,F,82,26,40,66,50,-1,17:52,14:15,3:34,0:03,14,12,0,4,0,24,16,0,7,0,38,28,0,11,0,42.4%,1.064,1.637,2.701,0.719,1.232,1.951,2.457,3.276,5.732,0.317,0.488,0.805,210,12.4%,23,20,145,155,48.33%
Brad Richards,NYR,31,F,82,25,41,66,22,-1,20:15,15:55,4:09,0:10,18,7,0,9,1,24,17,0,6,2,42,24,0,15,3,36.4%,0.903,1.48,2.383,0.827,1.102,1.929,1.23,2.987,4.218,0.305,0.5,0.805,229,10.9%,51,49,682,634,51.82%
Valtteri Filppula,DET,27,F,81,23,43,66,14,18,18:15,14:52,2:27,0:54,19,3,1,1,0,35,8,0,9,1,54,11,1,10,1,16.7%,0.933,1.745,2.678,0.946,1.742,2.688,0.903,2.409,3.312,0.284,0.531,0.815,144,16.0%,42,23,193,180,51.74%
Patrick Kane,CHI,23,F,82,23,43,66,40,7,20:11,16:39,3:27,0:04,19,4,0,5,0,35,8,0,1,0,54,12,0,6,0,18.2%,0.833,1.558,2.391,0.835,1.537,2.372,0.845,1.69,2.534,0.28,0.524,0.805,253,9.1%,19,27,240,329,42.18%
Alexander Ovechkin,WSH,26,F,78,38,27,65,26,-8,19:48,16:08,3:38,0:01,25,13,0,3,2,17,10,0,4,1,42,23,0,7,3,35.4%,1.476,1.049,2.525,1.191,0.81,2.002,2.752,2.117,4.869,0.487,0.346,0.833,303,12.5%,215,42,6,9,40.00%
Max Pacioretty,MTL,23,F,79,33,32,65,56,2,18:15,15:00,3:10,0:05,29,4,0,5,1,23,9,0,2,0,52,13,0,7,1,20.0%,1.373,1.331,2.703,1.468,1.164,2.632,0.959,2.159,3.118,0.418,0.405,0.823,286,11.5%,104,39,1,4,20.00%
Logan Couture,SJS,22,F,80,31,34,65,16,2,18:33,14:45,2:42,1:05,18,11,2,5,0,19,15,0,6,0,37,26,2,11,0,40.0%,1.252,1.374,2.626,0.914,0.965,1.88,3.055,4.166,7.222,0.388,0.425,0.813,245,12.7%,42,76,468,442,51.43%
Teddy Purcell,TBL,26,F,81,24,41,65,16,9,16:07,13:32,2:33,0:02,16,8,0,3,1,30,11,0,5,2,46,19,0,8,3,29.2%,1.102,1.883,2.985,0.876,1.642,2.518,2.32,3.19,5.51,0.296,0.506,0.802,152,15.8%,17,11,3,14,17.65%
Patrick Marleau,SJS,32,F,82,30,34,64,26,10,20:28,15:48,3:11,1:28,20,10,0,8,0,19,15,0,7,0,39,25,0,15,0,39.1%,1.072,1.215,2.286,0.925,0.879,1.804,2.296,3.444,5.741,0.366,0.415,0.78,251,12.0%,84,33,243,224,52.03%
Patrice Bergeron,BOS,26,F,81,22,42,64,20,36,18:34,14:15,2:31,1:48,15,5,2,3,0,32,9,1,9,1,47,14,3,12,1,21.9%,0.877,1.674,2.551,0.78,1.663,2.443,1.47,2.646,4.115,0.272,0.519,0.79,191,11.5%,73,67,973,668,59.29%
Blake Wheeler,WPG,25,F,80,17,47,64,55,3,19:04,16:15,2:38,0:10,11,6,0,3,0,38,9,0,13,3,49,15,0,16,3,23.4%,0.668,1.848,2.516,0.507,1.753,2.26,1.708,2.561,4.269,0.213,0.588,0.8,208,8.2%,113,46,4,6,40.00%
Jamie Benn,DAL,22,F,71,26,37,63,55,15,18:04,15:05,2:17,0:41,23,2,1,7,0,29,8,0,5,1,52,10,1,12,1,15.9%,1.216,1.73,2.945,1.289,1.625,2.913,0.737,2.946,3.683,0.366,0.521,0.887,203,12.8%,136,52,347,404,46.21%
Mike Ribeiro,DAL,31,F,74,18,45,63,66,5,20:02,16:13,2:51,0:58,16,2,0,5,1,32,13,0,10,1,48,15,0,15,2,23.8%,0.728,1.82,2.548,0.8,1.6,2.399,0.567,3.688,4.255,0.243,0.608,0.851,142,12.7%,113,46,341,467,42.20%
Radim Vrbata,PHX,30,F,77,35,27,62,24,24,18:38,14:09,3:13,1:16,25,9,1,12,1,19,8,0,5,2,44,17,1,17,3,27.4%,1.463,1.129,2.591,1.377,1.046,2.423,2.177,1.935,4.112,0.455,0.351,0.805,232,15.1%,57,16,27,40,40.30%
Michael Ryder,DAL,31,F,82,35,27,62,46,17,17:22,14:41,2:40,0:01,28,7,0,6,0,24,3,0,6,1,52,10,0,12,1,16.1%,1.473,1.137,2.61,1.395,1.196,2.591,1.918,0.822,2.739,0.427,0.329,0.756,211,16.6%,86,50,34,37,47.89%
David Krejcí,BOS,25,F,79,23,39,62,36,-5,18:25,15:15,2:26,0:43,21,2,0,2,1,30,9,0,3,0,51,11,0,5,1,17.7%,0.948,1.608,2.556,1.045,1.493,2.538,0.622,2.801,3.424,0.291,0.494,0.785,145,15.9%,69,46,544,501,52.06%
Erik Cole,MTL,33,F,82,35,26,61,48,11,18:31,15:07,3:15,0:08,24,11,0,6,0,23,3,0,2,0,47,14,0,8,0,23.0%,1.382,1.027,2.409,1.162,1.113,2.275,2.465,0.672,3.137,0.427,0.317,0.744,241,14.5%,186,30,24,32,42.86%
Joe Pavelski,SJS,27,F,82,31,30,61,31,18,20:36,15:49,3:12,1:34,22,8,1,2,0,20,10,0,6,1,42,18,1,8,1,29.5%,1.1,1.065,2.165,1.017,0.924,1.941,1.828,2.284,4.112,0.378,0.366,0.744,269,11.5%,50,84,507,357,58.68%
Tomas Fleischmann,FLA,27,F,82,27,34,61,26,-7,19:05,15:47,3:10,0:08,21,6,0,4,0,18,16,0,9,0,39,22,0,13,0,36.1%,1.034,1.303,2.337,0.973,0.834,1.807,1.386,3.697,5.083,0.329,0.415,0.744,217,12.4%,32,33,14,13,51.85%
Thomas Vanek,BUF,27,F,78,26,35,61,52,-6,16:56,13:36,3:02,0:17,16,10,0,5,1,21,14,0,7,2,37,24,0,12,3,39.3%,1.181,1.59,2.771,0.905,1.187,2.092,2.527,3.537,6.064,0.333,0.449,0.782,204,12.8%,34,22,3,3,50.00%
Milan Lucic,BOS,23,F,81,26,35,61,135,7,17:01,14:46,2:13,0:01,19,7,0,1,0,31,4,0,4,0,50,11,0,5,0,18.0%,1.131,1.522,2.653,0.953,1.554,2.507,2.327,1.33,3.657,0.321,0.432,0.753,149,17.5%,201,26,14,16,46.67%
Chris Kunitz,PIT,32,F,82,26,35,61,49,16,18:18,14:39,3:31,0:08,20,6,0,3,0,23,12,0,4,0,43,18,0,7,0,29.5%,1.039,1.398,2.437,0.999,1.148,2.147,1.246,2.492,3.738,0.317,0.427,0.744,230,11.3%,180,28,20,18,52.63%
Olli Jokinen,CGY,33,F,82,23,38,61,54,-12,18:57,15:26,3:06,0:24,14,9,0,5,0,23,15,0,5,0,37,24,0,10,0,39.3%,0.888,1.466,2.354,0.663,1.089,1.752,2.123,3.539,5.662,0.28,0.463,0.744,223,10.3%,53,31,620,713,46.51%
Corey Perry,ANA,26,F,80,37,23,60,127,-7,21:22,16:31,3:34,1:16,22,14,1,6,1,13,9,1,4,0,35,23,2,10,1,38.3%,1.298,0.807,2.105,0.999,0.59,1.589,2.938,1.889,4.827,0.463,0.288,0.75,277,13.4%,69,45,19,29,39.58%
Milan Michálek,OTT,27,F,77,35,25,60,32,4,19:33,15:10,2:54,1:28,24,10,1,3,0,19,5,1,5,0,43,15,2,8,0,25.0%,1.395,0.996,2.391,1.232,0.976,2.208,2.685,1.343,4.028,0.455,0.325,0.779,212,16.5%,36,46,1,5,16.67%
David Desharnais,MTL,25,F,81,16,44,60,24,10,18:23,14:38,3:17,0:27,13,3,0,2,0,27,17,0,4,1,40,20,0,6,1,33.3%,0.644,1.772,2.416,0.657,1.365,2.023,0.675,3.826,4.502,0.198,0.543,0.741,98,16.3%,33,48,678,693,49.45%
Rick Nash,CBJ,27,F,82,30,29,59,40,-19,19:05,14:58,3:27,0:39,22,6,2,2,0,16,13,0,3,0,38,19,2,5,0,32.2%,1.15,1.112,2.262,1.076,0.782,1.858,1.269,2.75,4.02,0.366,0.354,0.72,306,9.8%,104,21,6,13,31.58%
Daniel Alfredsson,OTT,39,F,75,27,32,59,18,16,18:56,14:40,2:58,1:17,17,7,3,4,2,24,7,1,7,1,41,14,4,11,3,23.7%,1.14,1.351,2.492,0.926,1.308,2.234,1.885,1.885,3.77,0.36,0.427,0.787,191,14.1%,52,31,20,26,43.48%
Pascal Dupuis,PIT,32,F,82,25,34,59,34,18,16:55,14:15,0:23,2:16,22,0,3,8,0,33,1,0,5,0,55,1,3,13,0,1.7%,1.081,1.47,2.55,1.129,1.694,2.824,0.0,1.849,1.849,0.305,0.415,0.72,214,11.7%,111,44,51,64,44.35%
Justin Williams,LAK,30,F,82,22,37,59,44,10,17:09,14:23,2:37,0:08,13,9,0,2,0,27,10,0,3,0,40,19,0,5,0,32.2%,0.939,1.578,2.517,0.661,1.373,2.034,2.51,2.789,5.298,0.268,0.451,0.72,241,9.1%,36,37,11,14,44.00%
Martin Erat,NSH,30,F,71,19,39,58,30,12,18:28,15:09,2:21,0:57,13,5,1,3,0,26,13,0,7,1,39,18,1,10,1,31.0%,0.869,1.783,2.652,0.725,1.45,2.175,1.789,4.652,6.441,0.268,0.549,0.817,107,17.8%,52,37,60,66,47.62%
Bobby Ryan,ANA,24,F,82,31,26,57,53,1,18:21,15:28,2:09,0:42,26,3,2,3,0,18,8,0,3,0,44,11,2,6,0,19.3%,1.236,1.037,2.273,1.229,0.851,2.08,1.018,2.714,3.731,0.378,0.317,0.695,204,15.2%,113,24,20,49,28.99%
Evander Kane,WPG,20,F,74,30,27,57,53,11,17:31,15:16,2:11,0:02,24,6,0,4,1,24,3,0,3,1,48,9,0,7,2,15.8%,1.389,1.25,2.638,1.274,1.274,2.548,2.217,1.109,3.326,0.405,0.365,0.77,287,10.5%,173,31,15,29,34.09%
Jonathan Toews,CHI,23,F,59,29,28,57,28,17,20:50,15:41,3:16,1:52,23,5,1,4,0,19,7,2,5,1,42,12,3,9,1,21.1%,1.415,1.366,2.781,1.491,1.232,2.722,1.551,2.171,3.721,0.492,0.475,0.966,185,15.7%,32,14,675,462,59.37%
Stephen Weiss,FLA,28,F,80,20,37,57,60,5,20:30,15:57,3:17,1:15,14,5,1,6,0,25,12,0,7,1,39,17,1,13,1,29.8%,0.731,1.353,2.084,0.658,1.176,1.834,1.138,2.732,3.87,0.25,0.463,0.713,149,13.4%,92,61,781,688,53.17%
Ryan Getzlaf,ANA,26,F,82,11,46,57,75,-11,21:35,16:52,3:40,1:02,7,4,0,4,1,26,19,1,2,0,33,23,1,6,1,40.4%,0.373,1.558,1.931,0.304,1.127,1.431,0.796,3.782,4.578,0.134,0.561,0.695,185,6.0%,182,72,639,715,47.19%
Johan Franzén,DET,32,F,77,29,27,56,40,23,17:42,14:43,2:56,0:01,18,11,0,10,1,25,2,0,6,1,43,13,0,16,2,23.2%,1.276,1.188,2.464,0.952,1.323,2.275,2.909,0.529,3.438,0.377,0.351,0.727,211,13.7%,60,30,79,100,44.13%
Brad Marchand,BOS,23,F,76,28,27,55,87,31,17:37,14:04,2:09,1:23,22,5,1,3,0,24,1,2,3,0,46,6,3,6,0,10.9%,1.254,1.21,2.464,1.234,1.347,2.581,1.827,0.365,2.192,0.368,0.355,0.724,167,16.8%,72,21,5,4,55.56%
Ryan O'Reilly,COL,20,F,81,18,37,55,12,-1,19:31,15:59,2:21,1:10,14,4,0,3,2,26,11,0,7,0,40,15,0,10,2,27.3%,0.683,1.403,2.086,0.648,1.204,1.852,1.253,3.445,4.698,0.222,0.457,0.679,189,9.5%,62,50,762,681,52.81%
Václav Prospal,CBJ,36,F,82,16,39,55,36,-11,17:53,14:33,3:17,0:02,13,3,0,0,0,27,12,0,5,0,40,15,0,5,0,27.3%,0.655,1.595,2.25,0.654,1.358,2.011,0.667,2.669,3.336,0.195,0.476,0.671,165,9.7%,59,39,9,13,40.91%
Ryan Callahan,NYR,26,F,76,29,25,54,61,-8,21:02,15:31,3:42,1:48,15,13,1,9,2,19,4,2,7,1,34,17,3,16,3,31.5%,1.088,0.938,2.026,0.763,0.967,1.73,2.77,0.852,3.622,0.382,0.329,0.711,235,12.3%,271,88,10,10,50.00%
David Backes,STL,27,F,82,24,30,54,101,15,19:59,15:47,2:24,1:47,14,8,2,4,0,20,9,1,3,0,34,17,3,7,0,31.5%,0.878,1.098,1.976,0.648,0.926,1.575,2.435,2.74,5.175,0.293,0.366,0.659,234,10.3%,226,72,658,695,48.63%
Kris Versteeg,FLA,25,F,71,23,31,54,49,4,19:54,15:53,3:22,0:38,14,8,1,5,1,21,10,0,5,0,35,18,1,10,1,33.3%,0.976,1.316,2.292,0.745,1.117,1.862,2.002,2.503,4.505,0.324,0.437,0.761,181,12.7%,52,19,21,44,32.31%
Dustin Brown,LAK,27,F,82,22,32,54,53,18,20:10,15:10,3:19,1:40,12,9,1,6,0,23,7,2,3,0,35,16,3,9,0,29.6%,0.798,1.161,1.959,0.579,1.109,1.688,1.978,1.538,3.516,0.268,0.39,0.659,214,10.3%,293,32,17,22,43.59%
Alexander Semin,WSH,27,F,77,21,33,54,56,9,16:47,14:15,2:31,0:00,19,2,0,1,0,24,9,0,7,0,43,11,0,8,0,20.4%,0.975,1.532,2.506,1.039,1.312,2.351,0.618,2.779,3.397,0.273,0.429,0.701,183,11.5%,31,19,1,10,9.09%
Jaromír Jágr,PHI,39,F,73,19,35,54,30,5,16:20,13:04,3:15,0:00,11,8,0,2,1,23,12,0,6,0,34,20,0,8,1,37.0%,0.956,1.761,2.716,0.692,1.447,2.138,2.02,3.029,5.049,0.26,0.479,0.74,170,11.2%,14,12,0,1,0.00%
T.J. Oshie,STL,25,F,80,19,35,54,50,15,19:31,15:14,2:28,1:48,15,3,1,3,0,21,13,1,10,0,36,16,2,13,0,29.6%,0.73,1.344,2.074,0.738,1.034,1.772,0.906,3.927,4.833,0.238,0.438,0.675,188,10.1%,130,45,24,29,45.28%
Taylor Hall,EDM,20,F,61,27,26,53,36,-3,18:13,15:06,3:03,0:02,14,13,0,7,2,18,8,0,4,0,32,21,0,11,2,39.6%,1.458,1.404,2.861,0.911,1.171,2.083,4.176,2.57,6.746,0.443,0.426,0.869,207,13.0%,44,34,23,34,40.35%
Dany Heatley,MIN,30,F,82,24,29,53,28,2,20:56,17:20,3:23,0:11,16,8,0,3,0,18,11,0,4,0,34,19,0,7,0,35.8%,0.838,1.013,1.852,0.675,0.759,1.434,1.723,2.369,4.092,0.293,0.354,0.646,238,10.1%,70,45,36,31,53.73%
Paul Stastny,COL,26,F,79,21,32,53,34,-8,18:49,15:51,2:21,0:37,14,7,0,2,0,20,12,0,5,3,34,19,0,7,3,35.8%,0.847,1.291,2.137,0.67,0.958,1.628,2.259,3.873,6.132,0.266,0.405,0.671,190,11.1%,40,49,789,635,55.41%
David Legwand,NSH,31,F,78,19,34,53,26,3,18:31,14:59,2:14,1:16,14,5,0,2,2,19,14,1,7,0,33,19,1,9,2,35.8%,0.789,1.412,2.201,0.718,0.975,1.693,1.711,4.79,6.501,0.244,0.436,0.679,140,13.6%,31,29,512,597,46.17%
Dustin Byfuglien,WPG,26,D,66,12,41,53,72,-8,24:06,20:11,3:29,0:25,8,4,0,3,0,25,15,1,6,2,33,19,1,9,2,35.8%,0.452,1.546,1.998,0.36,1.125,1.485,1.041,3.905,4.947,0.182,0.621,0.803,223,5.4%,112,57,0,0,0.00%
Brian Campbell,FLA,32,D,82,4,49,53,6,-9,26:53,21:28,4:08,1:16,3,1,0,0,0,19,30,0,9,1,22,31,0,9,1,58.5%,0.109,1.333,1.442,0.102,0.647,0.75,0.177,5.299,5.476,0.049,0.598,0.646,131,3.1%,46,118,0,0,0.00%
Alexandre Burrows,VAN,30,F,80,28,24,52,90,24,18:28,14:26,2:08,1:52,23,3,2,7,0,20,4,0,2,0,43,7,2,9,0,13.5%,1.137,0.974,2.111,1.194,1.038,2.232,1.048,1.398,2.446,0.35,0.3,0.65,198,14.1%,87,38,7,13,35.00%
Gabriel Landeskog,COL,19,F,82,22,30,52,51,20,18:36,15:07,2:09,1:20,16,6,0,5,1,22,6,2,6,1,38,12,2,11,2,23.1%,0.865,1.179,2.044,0.774,1.065,1.839,2.04,2.04,4.079,0.268,0.366,0.634,270,8.2%,219,58,8,28,22.22%
Ryan Nugent-Hopkins,EDM,18,F,62,18,34,52,16,-2,17:36,14:33,3:00,0:01,15,3,0,2,0,14,20,0,5,0,29,23,0,7,0,44.2%,0.989,1.869,2.858,0.997,0.93,1.927,0.964,6.426,7.39,0.29,0.548,0.839,134,13.4%,38,33,227,378,37.52%
Tomas Plekanec,MTL,29,F,81,17,35,52,56,-15,20:45,14:26,3:05,3:13,9,5,3,2,0,19,13,3,3,0,28,18,6,5,0,34.6%,0.607,1.249,1.856,0.462,0.975,1.436,1.199,3.118,4.317,0.21,0.432,0.642,220,7.7%,67,57,824,854,49.11%
Zdeno Chara,BOS,34,D,79,12,40,52,86,33,25:00,19:37,2:39,2:43,4,8,0,0,0,29,10,1,3,1,33,18,1,3,1,34.6%,0.364,1.215,1.579,0.155,1.122,1.277,2.285,2.856,5.141,0.152,0.506,0.658,224,5.4%,166,87,0,1,0.00%
Mike Fisher,NSH,31,F,72,24,27,51,33,11,19:17,15:46,2:16,1:15,19,5,0,7,0,17,9,1,3,0,36,14,1,10,0,27.5%,1.036,1.166,2.202,1.004,0.899,1.903,1.834,3.301,5.136,0.333,0.375,0.708,157,15.3%,116,76,588,629,48.32%
