Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Anze Kopitar,LAK,22,F,82,34,47,81,16,6,21:47,16:19,3:52,1:35,19,14,1,2,0,23,24,0,6,0,42,38,1,8,0,46.9%,1.142,1.579,2.721,0.852,1.031,1.883,2.643,4.53,7.173,0.415,0.573,0.988,259,13.1%,80,51,602,609,49.71%
Paul Stastny,COL,24,F,81,20,59,79,50,2,21:23,15:59,3:47,1:37,11,9,0,2,0,43,16,0,6,1,54,25,0,8,1,31.6%,0.692,2.043,2.735,0.51,1.992,2.501,1.762,3.132,4.894,0.247,0.728,0.975,199,10.1%,42,53,851,852,49.97%
Evgeni Malkin,PIT,23,F,67,28,49,77,100,-6,20:50,15:38,4:52,0:18,13,13,2,7,2,33,15,1,7,2,46,28,3,14,4,36.4%,1.203,2.105,3.308,0.744,1.889,2.632,2.384,2.751,5.135,0.418,0.731,1.149,268,10.5%,58,25,199,299,39.96%
Corey Perry,ANA,24,F,82,27,49,76,111,0,21:03,16:50,3:49,0:23,20,6,1,2,0,31,17,1,8,0,51,23,2,10,0,30.3%,0.938,1.702,2.64,0.869,1.346,2.215,1.148,3.254,4.402,0.329,0.598,0.927,270,10.0%,93,34,6,22,21.43%
Mike Green,WSH,24,D,75,19,57,76,54,39,25:28,18:15,5:03,2:09,9,10,0,4,1,31,25,1,7,2,40,35,1,11,3,46.1%,0.596,1.789,2.386,0.394,1.358,1.752,1.58,3.949,5.529,0.253,0.76,1.013,205,9.3%,133,105,0,0,0.00%
Ryan Kesler,VAN,25,F,82,25,50,75,104,1,19:37,14:12,2:45,2:39,12,12,1,5,0,34,14,2,10,2,46,26,3,15,2,34.7%,0.932,1.864,2.796,0.618,1.751,2.369,3.183,3.713,6.896,0.305,0.61,0.915,214,11.7%,95,73,772,629,55.10%
Loui Eriksson,DAL,24,F,82,29,42,71,26,-4,19:45,14:51,3:12,1:41,21,6,2,4,0,35,6,1,7,1,56,12,3,11,1,16.9%,1.074,1.555,2.629,1.034,1.724,2.758,1.37,1.37,2.741,0.354,0.512,0.866,214,13.6%,31,48,4,7,36.36%
Mikko Koivu,MIN,26,F,80,22,49,71,50,-2,20:44,15:06,3:27,2:10,13,8,1,2,0,29,20,0,9,1,42,28,1,11,1,39.4%,0.795,1.772,2.567,0.645,1.439,2.084,1.733,4.332,6.064,0.275,0.613,0.888,246,8.9%,50,52,864,654,56.92%
Daniel Alfredsson,OTT,37,F,70,20,51,71,22,8,19:39,13:54,3:45,2:00,15,4,1,5,0,21,27,3,8,2,36,31,4,13,2,43.7%,0.872,2.223,3.095,0.925,1.294,2.219,0.914,6.169,7.083,0.286,0.729,1.014,168,11.9%,42,36,14,26,35.00%
Eric Staal,CAR,25,F,70,29,41,70,68,4,20:42,15:40,4:12,0:50,16,13,0,5,0,31,10,0,6,2,47,23,0,11,2,32.9%,1.2,1.697,2.897,0.875,1.695,2.57,2.652,2.04,4.692,0.414,0.586,1.0,277,10.5%,75,18,486,676,41.82%
Pavel Datsyuk,DET,31,F,80,27,43,70,18,17,20:20,16:17,3:18,0:44,18,9,0,3,0,27,16,0,8,1,45,25,0,11,1,35.7%,0.995,1.585,2.58,0.828,1.243,2.071,2.041,3.629,5.67,0.338,0.538,0.875,203,13.3%,89,33,590,480,55.14%
Tomas Plekanec,MTL,27,F,82,25,45,70,50,5,19:57,14:35,2:38,2:44,21,3,1,4,2,24,21,0,10,3,45,24,1,14,5,34.3%,0.916,1.649,2.566,1.053,1.204,2.257,0.831,5.817,6.648,0.305,0.549,0.854,216,11.6%,51,63,791,824,48.98%
Vincent Lecavalier,TBL,29,F,82,24,46,70,63,-16,19:47,15:03,4:02,0:41,19,5,0,3,0,26,20,0,5,1,45,25,0,8,1,35.7%,0.887,1.701,2.588,0.923,1.264,2.187,0.905,3.621,4.526,0.293,0.561,0.854,295,8.1%,80,21,771,678,53.21%
Henrik Zetterberg,DET,29,F,74,23,47,70,26,12,20:04,15:40,3:19,1:03,20,3,0,6,1,27,19,1,7,3,47,22,1,13,4,31.4%,0.929,1.899,2.828,1.034,1.396,2.431,0.732,4.634,5.366,0.311,0.635,0.946,309,7.4%,45,34,544,554,49.54%
Jarome Iginla,CGY,32,F,82,32,37,69,58,-2,20:36,17:02,3:31,0:02,22,10,0,5,1,26,11,0,8,0,48,21,0,13,1,30.4%,1.137,1.314,2.451,0.945,1.116,2.061,2.075,2.283,4.358,0.39,0.451,0.841,257,12.5%,87,36,152,171,47.06%
Derek Roy,BUF,26,F,80,26,43,69,48,9,19:22,14:27,3:11,1:43,15,10,1,6,3,28,15,0,7,1,43,25,1,13,4,36.2%,1.006,1.664,2.67,0.778,1.452,2.23,2.345,3.517,5.862,0.325,0.538,0.863,215,12.1%,27,47,617,608,50.37%
Ryan Getzlaf,ANA,24,F,66,19,50,69,79,4,21:40,17:16,3:52,0:31,11,8,0,5,0,36,14,0,2,1,47,22,0,7,1,31.9%,0.797,2.097,2.894,0.579,1.894,2.473,1.877,3.286,5.163,0.288,0.758,1.045,149,12.8%,178,49,533,591,47.42%
Duncan Keith,CHI,26,D,82,14,55,69,51,21,26:35,20:48,2:48,2:58,10,3,1,1,0,38,13,4,10,1,48,16,5,11,1,23.2%,0.385,1.513,1.899,0.352,1.337,1.688,0.781,3.385,4.167,0.171,0.671,0.841,213,6.6%,46,143,0,0,0.00%
Jonathan Toews,CHI,21,F,76,25,43,68,47,22,20:00,15:28,2:59,1:32,15,9,1,3,0,27,13,3,10,1,42,22,4,13,1,32.4%,0.987,1.697,2.684,0.765,1.377,2.143,2.379,3.436,5.814,0.329,0.566,0.895,202,12.4%,56,33,801,596,57.34%
Alexandre Burrows,VAN,28,F,82,35,32,67,121,34,17:51,14:03,1:25,2:22,26,4,5,3,0,28,2,2,9,1,54,6,7,12,1,9.0%,1.434,1.311,2.745,1.354,1.458,2.812,2.047,1.024,3.071,0.427,0.39,0.817,209,16.8%,97,54,14,20,41.18%
Rick Nash,CBJ,25,F,76,33,34,67,58,-2,20:56,15:28,3:11,2:16,21,10,2,6,0,20,12,2,4,1,41,22,4,10,1,32.8%,1.244,1.282,2.526,1.072,1.021,2.092,2.476,2.971,5.447,0.434,0.447,0.882,254,13.0%,121,25,11,11,50.00%
Travis Zajac,NJD,24,F,82,25,42,67,24,22,20:12,15:32,2:52,1:48,19,6,0,4,1,26,15,1,8,1,45,21,1,12,2,31.3%,0.905,1.52,2.425,0.895,1.224,2.119,1.528,3.819,5.347,0.305,0.512,0.817,210,11.9%,64,29,726,647,52.88%
Nikolai Antropov,ATL,29,F,76,24,43,67,44,13,18:13,14:33,3:34,0:05,16,8,0,4,0,30,13,0,5,0,46,21,0,9,0,31.3%,1.039,1.862,2.902,0.868,1.627,2.495,1.764,2.867,4.631,0.316,0.566,0.882,126,19.1%,82,35,481,627,43.41%
Patrick Sharp,CHI,28,F,82,25,41,66,28,24,18:07,14:12,2:47,1:06,19,4,2,4,1,28,12,1,5,0,47,16,3,9,1,24.2%,1.01,1.656,2.665,0.978,1.442,2.42,1.046,3.138,4.184,0.305,0.5,0.805,266,9.4%,45,24,241,225,51.72%
Jussi Jokinen,CAR,26,F,81,30,35,65,36,3,16:48,13:10,3:22,0:16,20,10,0,6,0,21,14,0,2,0,41,24,0,8,0,36.9%,1.322,1.542,2.863,1.125,1.181,2.306,2.195,3.073,5.267,0.37,0.432,0.802,160,18.8%,56,25,136,129,51.32%
Antoine Vermette,CBJ,27,F,82,27,38,65,32,2,20:08,14:58,2:38,2:31,19,6,2,1,0,32,6,0,3,0,51,12,2,4,0,18.5%,0.981,1.38,2.361,0.928,1.563,2.491,1.667,1.667,3.334,0.329,0.463,0.793,156,17.3%,91,40,852,721,54.16%
Wojtek Wolski,PHX,23,F,80,23,42,65,27,21,18:44,14:49,3:15,0:39,21,2,0,5,0,34,8,0,2,0,55,10,0,7,0,15.4%,0.921,1.681,2.602,1.063,1.721,2.784,0.46,1.841,2.301,0.288,0.525,0.813,195,11.8%,33,29,16,20,44.44%
Tim Connolly,BUF,28,F,73,17,48,65,28,10,18:37,13:14,3:43,1:38,9,7,1,5,2,27,20,1,5,1,36,27,2,10,3,41.5%,0.751,2.119,2.87,0.559,1.676,2.234,1.543,4.408,5.951,0.233,0.658,0.89,206,8.3%,23,46,358,406,46.86%
Bobby Ryan,ANA,22,F,81,35,29,64,81,9,18:29,15:24,2:52,0:12,24,11,0,3,0,19,10,0,4,1,43,21,0,7,1,32.8%,1.402,1.162,2.564,1.154,0.913,2.067,2.839,2.581,5.419,0.432,0.358,0.79,258,13.6%,127,17,41,52,44.09%
Chris Stewart,COL,22,F,77,28,36,64,73,4,16:41,14:03,2:35,0:02,25,3,0,5,0,26,10,0,4,0,51,13,0,9,0,20.3%,1.307,1.68,2.987,1.386,1.441,2.827,0.9,2.999,3.898,0.364,0.468,0.831,221,12.7%,100,11,3,5,37.50%
Dustin Penner,EDM,27,F,82,32,31,63,38,6,18:22,14:04,3:02,1:15,23,9,0,1,0,23,8,0,4,1,46,17,0,5,1,27.0%,1.274,1.234,2.508,1.195,1.195,2.391,2.165,1.925,4.09,0.39,0.378,0.768,203,15.8%,55,43,201,220,47.74%
Kristian Huselius,CBJ,31,F,74,23,40,63,36,-4,18:23,14:39,3:24,0:19,14,8,1,5,0,25,15,0,4,0,39,23,1,9,0,36.5%,1.014,1.763,2.777,0.774,1.383,2.157,1.906,3.573,5.478,0.311,0.541,0.851,162,14.2%,15,16,4,10,28.57%
Mike Richards,PHI,24,F,82,31,31,62,79,-2,20:24,14:58,3:16,2:09,17,13,1,3,0,12,18,1,3,0,29,31,2,6,0,50.0%,1.112,1.112,2.223,0.83,0.586,1.417,2.909,4.027,6.936,0.378,0.378,0.756,237,13.1%,145,64,696,677,50.69%
Jason Pominville,BUF,27,F,82,24,38,62,22,13,18:44,13:17,3:43,1:44,16,8,0,2,0,26,12,0,7,1,42,20,0,9,1,32.3%,0.937,1.483,2.42,0.881,1.431,2.312,1.574,2.361,3.936,0.293,0.463,0.756,252,9.5%,45,41,42,78,35.00%
Jeff Carter,PHI,24,F,74,33,28,61,38,2,19:18,14:25,3:05,1:47,20,11,2,6,0,17,11,0,6,1,37,22,2,12,1,36.1%,1.386,1.176,2.562,1.125,0.956,2.081,2.881,2.881,5.763,0.446,0.378,0.824,319,10.3%,60,34,688,626,52.36%
Andrew Brunette,MIN,36,F,82,25,36,61,12,-5,17:01,13:46,3:13,0:01,13,12,0,3,1,23,13,0,5,0,36,25,0,8,1,41.0%,1.074,1.547,2.621,0.691,1.222,1.912,2.723,2.95,5.672,0.305,0.439,0.744,129,19.4%,33,20,5,5,50.00%
Maxim Afinogenov,ATL,30,F,82,24,37,61,46,-17,17:23,14:14,3:07,0:01,18,6,0,3,0,25,12,0,7,1,43,18,0,10,1,29.5%,1.01,1.556,2.566,0.925,1.284,2.209,1.404,2.808,4.213,0.293,0.451,0.744,181,13.3%,32,21,1,2,33.33%
Jamie Langenbrunner,NJD,34,F,81,19,42,61,44,6,19:33,14:55,2:57,1:40,11,6,2,4,0,27,13,2,9,0,38,19,4,13,0,31.1%,0.72,1.591,2.31,0.546,1.339,1.885,1.506,3.264,4.77,0.235,0.519,0.753,228,8.3%,108,21,29,31,48.33%
Stephen Weiss,FLA,26,F,80,28,32,60,40,-7,19:59,15:18,3:27,1:13,16,12,0,2,0,21,10,1,6,1,37,22,1,8,1,36.7%,1.05,1.2,2.251,0.784,1.029,1.813,2.603,2.169,4.773,0.35,0.4,0.75,180,15.6%,43,59,813,738,52.42%
Brooks Laich,WSH,26,F,78,25,34,59,34,16,18:17,13:13,2:57,2:06,12,12,1,4,2,24,9,1,5,0,36,21,2,9,2,35.6%,1.052,1.43,2.482,0.698,1.395,2.093,3.125,2.344,5.468,0.321,0.436,0.756,222,11.3%,93,39,152,185,45.10%
Drew Doughty,LAK,20,D,82,16,43,59,54,20,24:58,18:32,4:25,2:01,7,9,0,5,1,21,22,0,5,1,28,31,0,10,2,52.5%,0.469,1.26,1.729,0.276,0.829,1.105,1.489,3.641,5.13,0.195,0.524,0.72,142,11.3%,157,76,0,0,0.00%
Scott Gomez,MTL,30,F,78,12,47,59,60,1,19:56,15:15,2:38,2:02,7,5,0,1,0,33,14,0,6,2,40,19,0,7,2,32.2%,0.463,1.814,2.277,0.353,1.664,2.016,1.456,4.076,5.532,0.154,0.603,0.756,180,6.7%,30,34,698,677,50.76%
Rene Bourque,CGY,28,F,73,27,31,58,88,7,18:19,14:12,2:24,1:42,17,6,4,5,0,24,7,0,9,0,41,13,4,14,0,22.4%,1.212,1.391,2.603,0.983,1.388,2.371,2.052,2.395,4.447,0.37,0.425,0.795,215,12.6%,91,44,8,17,32.00%
Ray Whitney,CAR,37,F,80,21,37,58,26,-6,19:08,15:07,3:59,0:02,14,7,0,5,2,25,12,0,6,1,39,19,0,11,3,32.8%,0.823,1.449,2.272,0.694,1.24,1.934,1.315,2.255,3.57,0.263,0.463,0.725,171,12.3%,24,27,3,6,33.33%
Václav Prospal,NYR,34,F,75,20,38,58,32,8,20:06,16:12,3:13,0:40,13,6,1,4,0,25,13,0,8,0,38,19,1,12,0,32.8%,0.796,1.512,2.308,0.641,1.234,1.875,1.492,3.233,4.725,0.267,0.507,0.773,180,11.1%,95,29,327,312,51.17%
Dan Boyle,SJS,33,D,76,15,43,58,70,6,26:12,19:21,4:17,2:34,9,6,0,3,0,20,23,0,8,0,29,29,0,11,0,50.0%,0.452,1.295,1.747,0.367,0.816,1.183,1.105,4.235,5.34,0.197,0.566,0.763,180,8.3%,51,130,0,3,0.00%
Andy McDonald,STL,32,F,79,24,33,57,18,-9,18:07,13:50,3:20,0:56,18,6,0,3,1,17,16,0,2,1,35,22,0,5,2,38.6%,1.005,1.382,2.388,0.987,0.932,1.92,1.361,3.63,4.991,0.304,0.418,0.722,191,12.6%,46,28,241,206,53.91%
Jason Spezza,OTT,26,F,60,23,34,57,20,0,19:03,14:48,3:50,0:24,12,11,0,5,1,21,13,0,3,0,33,24,0,8,1,42.1%,1.207,1.784,2.99,0.81,1.418,2.228,2.866,3.387,6.253,0.383,0.567,0.95,165,13.9%,23,11,514,504,50.49%
Nathan Horton,FLA,24,F,65,20,37,57,42,-1,20:53,16:02,3:39,1:10,11,7,2,4,0,33,4,0,4,1,44,11,2,8,1,19.3%,0.884,1.635,2.519,0.633,1.898,2.531,1.766,1.009,2.775,0.308,0.569,0.877,159,12.6%,34,20,48,37,56.47%
Ryane Clowe,SJS,27,F,82,19,38,57,131,0,17:10,14:51,2:15,0:03,17,2,0,2,0,25,13,0,8,0,42,15,0,10,0,26.3%,0.81,1.619,2.429,0.837,1.231,2.067,0.65,4.225,4.875,0.232,0.463,0.695,189,10.1%,157,33,35,38,47.95%
Matthew Stajan,CGY,26,F,82,19,38,57,32,-6,18:54,14:51,2:44,1:18,12,7,0,4,0,28,8,2,2,0,40,15,2,6,0,26.3%,0.735,1.47,2.205,0.591,1.379,1.97,1.867,2.133,4.0,0.232,0.463,0.695,132,14.4%,77,42,690,644,51.72%
Dustin Brown,LAK,25,F,82,24,32,56,41,-6,19:15,14:40,3:10,1:24,17,7,0,3,2,22,10,0,4,0,39,17,0,7,2,30.4%,0.912,1.216,2.128,0.848,1.097,1.945,1.61,2.3,3.911,0.293,0.39,0.683,248,9.7%,287,25,17,22,43.59%
Phil Kessel,TOR,22,F,70,30,25,55,21,-8,19:32,15:38,3:51,0:02,22,8,0,5,1,17,8,0,2,0,39,16,0,7,1,29.1%,1.316,1.096,2.412,1.206,0.932,2.138,1.774,1.774,3.548,0.429,0.357,0.786,297,10.1%,13,13,59,63,48.36%
James Neal,DAL,22,F,78,27,28,55,64,-5,18:11,14:29,2:45,0:57,24,2,1,4,1,19,8,1,4,0,43,10,2,8,1,18.2%,1.141,1.184,2.325,1.274,1.009,2.283,0.559,2.236,2.795,0.346,0.359,0.705,200,13.5%,174,32,19,41,31.67%
Matt Duchene,COL,18,F,81,24,31,55,16,1,17:43,14:15,3:02,0:25,13,10,1,2,0,20,11,0,7,0,33,21,1,9,0,38.2%,1.003,1.295,2.297,0.675,1.039,1.714,2.43,2.674,5.104,0.296,0.383,0.679,180,13.3%,51,28,479,609,44.03%
R.J. Umberger,CBJ,27,F,82,23,32,55,40,-16,19:10,13:37,3:19,2:12,14,8,1,4,1,20,12,0,7,0,34,20,1,11,1,36.4%,0.878,1.222,2.099,0.752,1.074,1.826,1.758,2.638,4.396,0.28,0.39,0.671,221,10.4%,107,60,372,332,52.84%
Rich Peverley,ATL,27,F,82,22,33,55,36,-14,18:39,13:23,3:07,2:08,13,7,2,7,1,21,9,3,6,0,34,16,5,13,1,29.1%,0.863,1.294,2.157,0.71,1.147,1.858,1.638,2.105,3.743,0.268,0.402,0.671,166,13.3%,23,34,647,546,54.23%
Shane Doan,PHX,33,F,82,18,37,55,41,3,19:09,15:00,3:19,0:49,13,5,0,4,3,26,11,0,8,0,39,16,0,12,3,29.1%,0.687,1.413,2.1,0.634,1.267,1.901,1.099,2.419,3.518,0.22,0.451,0.671,234,7.7%,154,25,70,83,45.75%
Chris Pronger,PHI,35,D,82,10,45,55,79,22,25:55,18:31,3:40,3:43,5,5,0,2,0,23,21,1,7,1,28,26,1,9,1,47.3%,0.282,1.27,1.552,0.198,0.909,1.106,0.995,4.178,5.173,0.122,0.549,0.671,175,5.7%,104,189,0,0,0.00%
John Tavares,NYI,19,F,82,24,30,54,22,-15,18:00,13:49,4:08,0:03,13,11,0,2,0,16,14,0,3,2,29,25,0,5,2,46.3%,0.975,1.219,2.194,0.688,0.847,1.536,1.945,2.475,4.42,0.293,0.366,0.659,186,12.9%,42,28,536,593,47.48%
Martin Havlát,MIN,28,F,73,18,36,54,34,-19,17:55,14:17,3:25,0:12,14,4,0,3,1,22,14,0,4,0,36,18,0,7,1,33.3%,0.825,1.65,2.475,0.805,1.265,2.07,0.958,3.353,4.311,0.247,0.493,0.74,169,10.7%,21,17,6,6,50.00%
Mikael Samuelsson,VAN,33,F,74,30,23,53,64,10,17:10,13:58,3:04,0:08,23,7,0,4,0,16,7,0,0,0,39,14,0,4,0,26.4%,1.416,1.086,2.502,1.335,0.929,2.264,1.85,1.85,3.7,0.405,0.311,0.716,219,13.7%,50,16,11,20,35.48%
Mike Knuble,WSH,37,F,69,29,24,53,59,23,16:52,13:48,2:27,0:36,23,6,0,5,1,17,7,0,5,0,40,13,0,10,1,24.5%,1.494,1.237,2.731,1.448,1.07,2.518,2.123,2.477,4.6,0.42,0.348,0.768,151,19.2%,72,34,0,6,0.00%
Thomas Vanek,BUF,25,F,71,28,25,53,42,9,16:45,13:02,3:37,0:06,18,10,0,6,0,17,8,0,1,0,35,18,0,7,0,34.0%,1.411,1.26,2.671,1.167,1.102,2.269,2.328,1.863,4.191,0.394,0.352,0.746,182,15.4%,46,15,2,7,22.22%
Daniel Briere,PHI,32,F,75,26,27,53,71,-2,16:35,13:32,3:01,0:01,18,8,0,1,1,18,9,0,10,0,36,17,0,11,1,32.1%,1.254,1.302,2.556,1.063,1.063,2.126,2.119,2.384,4.504,0.347,0.36,0.707,193,13.5%,53,17,53,67,44.17%
Mike Fisher,OTT,29,F,79,25,28,53,59,1,18:58,14:08,2:46,2:03,15,10,0,6,3,23,3,2,7,1,38,13,2,13,4,24.5%,1.001,1.121,2.122,0.805,1.235,2.04,2.743,0.823,3.566,0.316,0.354,0.671,212,11.8%,209,80,679,628,51.95%
Mason Raymond,VAN,24,F,82,25,28,53,48,0,17:19,13:41,2:04,1:33,17,8,0,4,0,18,10,0,6,0,35,18,0,10,0,34.0%,1.055,1.182,2.238,0.909,0.962,1.871,2.814,3.517,6.331,0.305,0.341,0.646,217,11.5%,64,19,8,15,34.78%
Ryan Smyth,LAK,33,F,67,22,31,53,42,8,19:40,15:07,3:55,0:37,11,11,0,3,0,18,13,0,2,0,29,24,0,5,0,45.3%,1.001,1.411,2.412,0.651,1.066,1.717,2.505,2.96,5.465,0.328,0.463,0.791,206,10.7%,41,25,31,31,50.00%
Mike Ribeiro,DAL,29,F,66,19,34,53,38,-5,19:32,14:27,3:32,1:32,9,8,2,0,0,17,15,2,4,0,26,23,4,4,0,43.4%,0.884,1.582,2.466,0.566,1.069,1.635,2.052,3.848,5.9,0.288,0.515,0.803,155,12.3%,93,27,494,608,44.83%
Matthew Lombardi,PHX,27,F,78,19,34,53,36,8,17:56,13:48,3:20,0:47,15,4,0,2,0,22,12,0,6,2,37,16,0,8,2,30.2%,0.815,1.458,2.273,0.835,1.225,2.06,0.922,2.766,3.687,0.244,0.436,0.679,174,10.9%,62,29,452,458,49.67%
Saku Koivu,ANA,35,F,71,19,33,52,36,14,18:34,13:59,2:29,2:05,13,5,1,6,2,20,11,2,7,0,33,16,3,13,2,30.8%,0.864,1.501,2.365,0.785,1.208,1.993,1.691,3.719,5.41,0.268,0.465,0.732,124,15.3%,59,17,571,539,51.44%
Patrice Bergeron,BOS,24,F,73,19,33,52,28,6,18:54,14:16,2:41,1:56,18,0,1,4,2,24,8,1,5,1,42,8,2,9,3,15.4%,0.826,1.435,2.261,1.037,1.382,2.419,0.0,2.436,2.436,0.26,0.452,0.712,184,10.3%,51,45,778,564,57.97%
Kyle Okposo,NYI,21,F,80,19,33,52,34,-22,20:32,14:25,4:17,1:49,15,4,0,4,2,14,18,1,2,0,29,22,1,6,2,42.3%,0.694,1.205,1.899,0.78,0.728,1.508,0.699,3.145,3.844,0.238,0.413,0.65,249,7.6%,62,44,33,36,47.83%
David Krejcí,BOS,23,F,79,17,35,52,26,8,18:14,14:21,2:24,1:28,11,6,0,3,0,25,8,2,2,1,36,14,2,5,1,26.9%,0.708,1.457,2.164,0.582,1.323,1.905,1.887,2.517,4.404,0.215,0.443,0.658,156,10.9%,82,37,560,544,50.72%
Patric Hörnqvist,NSH,22,F,80,30,21,51,40,18,15:41,12:48,2:50,0:02,20,10,0,8,0,19,2,0,3,0,39,12,0,11,0,23.5%,1.434,1.004,2.438,1.171,1.113,2.284,2.645,0.529,3.174,0.375,0.263,0.638,275,10.9%,69,26,5,13,27.78%
