Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
John Tavares,NYI,20,F,79,29,38,67,53,-16,19:15,15:34,3:30,0:10,20,9,0,4,3,23,15,0,2,1,43,24,0,6,4,35.8%,1.144,1.499,2.643,0.975,1.121,2.096,1.952,3.254,5.206,0.367,0.481,0.848,243,11.9%,22,23,693,626,52.54%
Matt Duchene,COL,19,F,80,27,40,67,33,-8,18:56,16:01,2:50,0:04,24,3,0,2,1,28,12,0,6,2,52,15,0,8,3,22.4%,1.069,1.584,2.652,1.123,1.311,2.434,0.79,3.159,3.948,0.338,0.5,0.838,202,13.4%,57,48,628,618,50.40%
Jeff Carter,PHI,25,F,80,36,30,66,39,27,18:14,14:39,2:56,0:39,28,8,0,7,0,21,9,0,6,0,49,17,0,13,0,25.8%,1.48,1.233,2.713,1.433,1.075,2.508,2.044,2.3,4.344,0.45,0.375,0.825,335,10.8%,65,41,331,274,54.71%
Sidney Crosby,PIT,23,F,41,32,34,66,31,20,21:55,16:01,5:25,0:28,21,10,1,3,0,25,9,0,9,2,46,19,1,12,2,28.8%,2.137,2.27,4.407,1.918,2.284,4.202,2.697,2.427,5.124,0.78,0.829,1.61,161,19.9%,31,23,546,435,55.66%
Rick Nash,CBJ,26,F,75,32,34,66,34,2,18:55,14:59,3:39,0:17,26,6,0,7,0,26,8,0,5,1,52,14,0,12,1,21.2%,1.353,1.437,2.79,1.388,1.388,2.775,1.314,1.752,3.066,0.427,0.453,0.88,305,10.5%,91,19,7,17,29.17%
Mike Richards,PHI,25,F,81,23,43,66,62,11,18:52,13:47,2:56,2:08,15,5,3,4,1,24,16,3,4,0,39,21,6,8,1,31.8%,0.902,1.687,2.589,0.806,1.289,2.094,1.257,4.023,5.281,0.284,0.531,0.815,184,12.5%,104,73,606,610,49.84%
Joe Pavelski,SJS,26,F,74,20,46,66,24,10,19:39,14:20,3:21,1:57,8,11,1,5,0,27,17,2,14,0,35,28,3,19,0,42.4%,0.825,1.898,2.723,0.452,1.526,1.979,2.655,4.104,6.759,0.27,0.622,0.892,282,7.1%,61,67,554,466,54.31%
Nicklas Bäckström,WSH,23,F,77,18,47,65,40,24,20:35,15:49,3:19,1:26,13,4,1,2,0,29,18,0,8,3,42,22,1,10,3,33.8%,0.681,1.778,2.459,0.64,1.428,2.068,0.938,4.219,5.157,0.234,0.61,0.844,202,8.9%,69,64,690,625,52.47%
Phil Kessel,TOR,23,F,82,32,32,64,24,-20,19:38,15:46,3:45,0:07,19,12,1,6,1,21,11,0,8,1,40,23,1,14,2,35.9%,1.192,1.192,2.384,0.881,0.974,1.855,2.341,2.146,4.486,0.39,0.39,0.78,325,9.9%,11,22,24,35,40.68%
Dany Heatley,SJS,29,F,80,26,38,64,56,8,19:39,15:23,3:13,1:01,14,11,1,5,0,18,19,1,6,0,32,30,2,11,0,46.9%,0.992,1.45,2.443,0.682,0.877,1.559,2.556,4.415,6.972,0.325,0.475,0.8,217,12.0%,104,29,9,11,45.00%
Jeff Skinner,CAR,18,F,82,31,32,63,46,3,16:43,13:31,3:10,0:01,25,6,0,2,0,20,12,0,5,1,45,18,0,7,1,28.6%,1.356,1.399,2.755,1.352,1.082,2.434,1.383,2.767,4.15,0.378,0.39,0.768,215,14.4%,70,28,58,99,36.94%
David Backes,STL,26,F,82,31,31,62,93,32,19:42,15:15,2:41,1:45,26,5,0,2,0,20,10,1,4,1,46,15,1,6,1,24.2%,1.151,1.151,2.302,1.247,0.959,2.206,1.357,2.715,4.072,0.378,0.378,0.756,211,14.7%,213,40,506,632,44.46%
Milan Lucic,BOS,22,F,79,30,32,62,121,28,16:34,14:02,2:30,0:01,25,5,0,7,0,23,9,0,5,0,48,14,0,12,0,22.6%,1.374,1.466,2.84,1.352,1.244,2.597,1.51,2.718,4.229,0.38,0.405,0.785,173,17.3%,167,22,21,33,38.89%
Ryane Clowe,SJS,28,F,75,24,38,62,100,13,17:57,15:39,2:15,0:03,19,5,0,2,1,30,8,0,4,0,49,13,0,6,1,21.0%,1.069,1.693,2.762,0.971,1.533,2.504,1.776,2.842,4.618,0.32,0.507,0.827,185,13.0%,153,22,17,24,41.46%
Martin Havlát,MIN,29,F,78,22,40,62,52,-10,18:21,15:20,2:52,0:07,19,3,0,4,0,29,11,0,8,1,48,14,0,12,1,22.6%,0.922,1.677,2.599,0.952,1.453,2.405,0.804,2.948,3.752,0.282,0.513,0.795,229,9.6%,34,24,3,7,30.00%
Patrik Elias,NJD,34,F,81,21,41,62,16,-4,18:38,13:46,2:45,2:07,13,7,1,5,0,28,13,0,10,4,41,20,1,15,4,32.3%,0.835,1.629,2.464,0.699,1.507,2.206,1.884,3.499,5.383,0.259,0.506,0.765,204,10.3%,62,25,224,274,44.98%
Clarke MacArthur,TOR,25,F,82,21,41,62,37,-3,17:06,14:10,2:55,0:00,15,6,0,3,0,28,13,0,6,0,43,19,0,9,0,30.6%,0.898,1.753,2.651,0.774,1.445,2.219,1.504,3.26,4.764,0.256,0.5,0.756,154,13.6%,115,20,9,7,56.25%
Mikko Koivu,MIN,27,F,71,17,45,62,50,4,19:29,14:26,3:13,1:49,9,7,1,3,0,30,15,0,7,1,39,22,1,10,1,35.5%,0.737,1.951,2.688,0.527,1.756,2.283,1.834,3.93,5.764,0.239,0.634,0.873,191,8.9%,63,29,683,610,52.82%
Nicklas Lidström,DET,40,D,82,16,46,62,20,-2,23:28,16:44,4:03,2:40,9,7,0,1,1,13,32,1,10,2,22,39,1,11,3,62.9%,0.499,1.434,1.933,0.393,0.568,0.961,1.264,5.78,7.044,0.195,0.561,0.756,175,9.1%,49,92,0,0,0.00%
David Krejcí,BOS,24,F,75,13,49,62,28,23,18:51,14:55,2:41,1:13,12,1,0,2,0,38,11,0,9,1,50,12,0,11,1,19.4%,0.552,2.079,2.63,0.643,2.036,2.679,0.297,3.262,3.559,0.173,0.653,0.827,157,8.3%,56,40,560,589,48.74%
Ilya Kovalchuk,NJD,27,F,81,31,29,60,28,-26,22:33,18:14,4:10,0:09,22,9,0,9,4,17,12,0,5,1,39,21,0,14,5,35.0%,1.018,0.952,1.97,0.893,0.69,1.584,1.6,2.133,3.733,0.383,0.358,0.741,245,12.7%,28,12,9,22,29.03%
Shane Doan,PHX,34,F,72,20,40,60,67,5,19:17,15:00,3:45,0:31,9,11,0,6,1,30,10,0,2,0,39,21,0,8,1,35.0%,0.864,1.728,2.592,0.5,1.666,2.166,2.434,2.213,4.647,0.278,0.556,0.833,221,9.1%,172,28,73,86,45.91%
Andrew Ladd,ATL,25,F,81,29,30,59,39,-10,20:04,15:08,3:02,1:53,18,9,2,2,1,20,9,1,2,1,38,18,3,4,2,30.5%,1.07,1.107,2.177,0.881,0.978,1.859,2.189,2.189,4.378,0.358,0.37,0.728,195,14.9%,68,45,15,29,34.09%
Pavel Datsyuk,DET,32,F,56,23,36,59,15,11,19:19,15:28,3:10,0:39,16,6,1,5,1,24,12,0,3,0,40,18,1,8,1,30.5%,1.275,1.996,3.272,1.107,1.661,2.768,2.025,4.051,6.076,0.411,0.643,1.054,137,16.8%,54,20,429,356,54.65%
Keith Yandle,PHX,24,D,82,11,48,59,68,12,24:22,19:33,4:05,0:43,8,3,0,0,0,24,23,1,12,2,32,26,1,12,2,44.1%,0.33,1.441,1.771,0.299,0.898,1.197,0.536,4.108,4.644,0.134,0.585,0.72,199,5.5%,30,103,0,0,0.00%
Mikhail Grabovski,TOR,26,F,81,29,29,58,60,14,19:21,15:13,3:08,1:00,19,10,0,4,1,24,5,0,6,0,43,15,0,10,1,25.9%,1.109,1.109,2.219,0.925,1.168,2.093,2.356,1.178,3.535,0.358,0.358,0.716,239,12.1%,44,25,642,684,48.42%
Nikolai Kulemin,TOR,24,F,82,30,27,57,26,7,17:19,13:44,2:39,0:55,24,5,1,5,0,19,8,0,3,0,43,13,1,8,0,22.8%,1.267,1.14,2.407,1.278,1.012,2.29,1.377,2.203,3.579,0.366,0.329,0.695,173,17.3%,101,48,60,51,54.05%
Dustin Brown,LAK,26,F,82,28,29,57,67,17,19:22,15:02,2:57,1:22,21,7,0,2,0,21,8,0,9,1,42,15,0,11,1,26.3%,1.058,1.096,2.153,1.022,1.022,2.044,1.727,1.974,3.702,0.341,0.354,0.695,228,12.3%,300,29,18,19,48.65%
Marian Hossa,CHI,31,F,65,25,32,57,32,9,19:42,15:15,2:42,1:45,15,8,2,2,1,20,11,1,3,0,35,19,3,5,1,33.3%,1.171,1.499,2.67,0.908,1.21,2.118,2.735,3.76,6.495,0.385,0.492,0.877,205,12.2%,48,23,3,1,75.00%
R.J. Umberger,CBJ,28,F,82,25,32,57,38,3,19:12,13:57,3:17,1:58,14,8,3,3,1,27,5,0,6,0,41,13,3,9,1,22.8%,0.952,1.219,2.171,0.734,1.416,2.15,1.778,1.111,2.889,0.305,0.39,0.695,220,11.4%,114,70,111,109,50.45%
Justin Williams,LAK,29,F,73,22,35,57,59,14,17:15,14:29,2:38,0:07,17,5,0,3,0,27,8,0,3,0,44,13,0,6,0,22.8%,1.048,1.668,2.716,0.964,1.531,2.495,1.558,2.494,4.052,0.301,0.479,0.781,213,10.3%,51,29,7,7,50.00%
Paul Stastny,COL,25,F,74,22,35,57,56,-7,19:44,15:38,3:03,1:02,17,4,1,3,1,20,15,0,4,0,37,19,1,7,1,33.3%,0.904,1.438,2.342,0.881,1.037,1.918,1.06,3.977,5.037,0.297,0.473,0.77,181,12.2%,74,31,810,714,53.15%
Tomas Plekanec,MTL,28,F,77,22,35,57,60,8,20:14,14:29,2:55,2:49,18,3,1,4,0,19,15,1,7,1,37,18,2,11,1,31.6%,0.847,1.347,2.194,0.968,1.021,1.989,0.798,3.988,4.786,0.286,0.455,0.74,227,9.7%,53,45,788,789,49.97%
Patrice Bergeron,BOS,25,F,80,22,35,57,26,20,17:53,13:06,2:43,2:03,17,3,2,4,0,26,8,1,8,0,43,11,3,12,0,19.3%,0.922,1.467,2.39,0.973,1.488,2.462,0.827,2.204,3.031,0.275,0.438,0.713,211,10.4%,45,56,815,624,56.64%
Jason Spezza,OTT,27,F,62,21,36,57,28,-7,20:11,14:45,3:36,1:49,14,7,0,2,1,25,10,1,6,0,39,17,1,8,1,29.8%,1.006,1.725,2.731,0.918,1.639,2.557,1.878,2.683,4.561,0.339,0.581,0.919,188,11.2%,14,24,681,529,56.28%
Tuomo Ruutu,CAR,27,F,82,19,38,57,54,1,16:49,13:38,3:06,0:04,12,7,0,1,0,29,9,0,5,0,41,16,0,6,0,28.1%,0.826,1.652,2.479,0.644,1.556,2.2,1.645,2.115,3.761,0.232,0.463,0.695,148,12.8%,309,38,265,378,41.21%
Ray Whitney,PHX,38,F,75,17,40,57,24,0,16:57,13:27,3:28,0:00,14,3,0,1,0,17,23,0,9,1,31,26,0,10,1,45.6%,0.802,1.887,2.69,0.832,1.01,1.842,0.69,5.292,5.982,0.227,0.533,0.76,156,10.9%,29,15,45,55,45.00%
Brenden Morrow,DAL,31,F,82,33,23,56,76,-3,19:14,14:44,3:45,0:44,23,9,1,5,1,19,4,0,3,1,42,13,1,8,2,23.2%,1.255,0.875,2.13,1.142,0.944,2.086,1.753,0.779,2.532,0.402,0.28,0.683,209,15.8%,225,43,1,10,9.09%
Logan Couture,SJS,21,F,79,32,24,56,41,18,17:49,14:32,2:11,1:04,22,10,0,8,1,20,4,0,3,1,42,14,0,11,2,25.0%,1.364,1.023,2.386,1.149,1.044,2.193,3.455,1.382,4.837,0.405,0.304,0.709,253,12.7%,60,66,474,414,53.38%
Jamie Benn,DAL,21,F,69,22,34,56,52,-5,18:00,14:05,2:17,1:37,12,6,4,3,0,27,5,2,7,1,39,11,6,10,1,19.6%,1.062,1.641,2.703,0.74,1.666,2.407,2.275,1.896,4.171,0.319,0.493,0.812,177,12.4%,124,41,84,111,43.08%
Milan Hejduk,COL,34,F,71,22,34,56,18,-23,17:55,14:48,3:02,0:04,12,10,0,2,0,20,14,0,4,1,32,24,0,6,1,42.9%,1.037,1.603,2.64,0.685,1.142,1.827,2.781,3.894,6.675,0.31,0.479,0.789,170,12.9%,9,31,2,3,40.00%
Johan Franzén,DET,31,F,76,28,27,55,58,5,17:26,14:33,2:49,0:03,18,10,0,5,1,20,7,0,3,1,38,17,0,8,2,30.9%,1.268,1.223,2.491,0.976,1.085,2.061,2.798,1.959,4.757,0.368,0.355,0.724,248,11.3%,143,29,74,73,50.34%
Brad Boyes,BUF,28,F,83,17,38,55,36,13,16:59,14:28,2:27,0:03,11,6,0,3,1,31,7,0,4,0,42,13,0,7,1,23.6%,0.723,1.617,2.34,0.549,1.548,2.097,1.764,2.058,3.822,0.205,0.458,0.663,178,9.6%,67,33,136,184,42.50%
Alexander Semin,WSH,26,F,65,28,26,54,71,22,18:04,13:55,3:12,0:56,21,6,1,4,1,14,12,0,4,0,35,18,1,8,1,33.3%,1.43,1.328,2.758,1.393,0.929,2.321,1.725,3.449,5.174,0.431,0.4,0.831,196,14.3%,27,6,4,9,30.77%
Vincent Lecavalier,TBL,30,F,65,25,29,54,43,-5,18:27,14:14,3:59,0:13,13,12,0,5,2,13,16,0,7,1,26,28,0,12,3,51.9%,1.251,1.451,2.701,0.843,0.843,1.686,2.777,3.703,6.48,0.385,0.446,0.831,210,11.9%,93,25,591,570,50.90%
Brandon Dubinsky,NYR,24,F,77,24,30,54,100,-3,20:13,15:02,3:04,2:05,18,4,2,2,0,21,7,2,8,2,39,11,4,10,2,20.4%,0.925,1.156,2.08,0.932,1.088,2.02,1.011,1.769,2.78,0.312,0.39,0.701,202,11.9%,141,31,459,416,52.46%
Olli Jokinen,CGY,32,F,79,17,37,54,44,-17,17:46,14:29,3:07,0:10,12,5,0,1,0,23,14,0,9,0,35,19,0,10,0,35.2%,0.726,1.581,2.307,0.629,1.206,1.835,1.216,3.405,4.621,0.215,0.468,0.684,208,8.2%,56,35,552,613,47.38%
Matt Moulson,NYI,27,F,82,31,22,53,24,-10,18:52,14:55,3:21,0:35,22,9,0,3,1,16,6,0,1,1,38,15,0,4,2,28.3%,1.202,0.853,2.055,1.079,0.785,1.864,1.956,1.304,3.26,0.378,0.268,0.646,237,13.1%,84,48,5,4,55.56%
Chris Stewart,STL,23,F,62,28,25,53,53,-6,17:29,14:33,2:52,0:03,16,12,0,5,1,21,4,0,0,0,37,16,0,5,1,30.2%,1.55,1.384,2.933,1.064,1.396,2.46,4.039,1.346,5.386,0.452,0.403,0.855,162,17.3%,56,18,13,19,40.63%
Nathan Horton,BOS,25,F,80,26,27,53,85,29,16:17,13:50,2:24,0:01,20,6,0,2,0,25,2,0,7,0,45,8,0,9,0,15.1%,1.197,1.243,2.441,1.083,1.354,2.437,1.871,0.624,2.495,0.325,0.338,0.663,188,13.8%,74,14,8,11,42.11%
Dustin Byfuglien,ATL,25,D,81,20,33,53,93,-2,23:18,19:10,4:02,0:05,12,8,0,6,3,17,16,0,5,2,29,24,0,11,5,45.3%,0.636,1.049,1.685,0.464,0.657,1.12,1.469,2.937,4.406,0.247,0.407,0.654,347,5.8%,140,72,0,0,0.00%
Pierre Parenteau,NYI,27,F,81,20,33,53,46,-8,18:13,14:40,3:29,0:02,11,9,0,2,1,22,11,0,4,1,33,20,0,6,2,37.7%,0.813,1.341,2.154,0.555,1.11,1.665,1.907,2.331,4.239,0.247,0.407,0.654,161,12.4%,118,28,11,19,36.67%
Ville Leino,PHI,27,F,81,19,34,53,22,14,16:00,13:42,2:18,0:00,14,5,0,2,0,28,6,0,5,1,42,11,0,7,1,20.8%,0.879,1.572,2.451,0.757,1.513,2.27,1.609,1.93,3.539,0.235,0.42,0.654,117,16.2%,35,40,78,58,57.35%
Michael Grabner,NYI,23,F,76,34,18,52,10,13,15:04,12:38,0:54,1:31,26,2,6,3,1,15,2,1,4,0,41,4,7,7,1,7.7%,1.78,0.942,2.722,1.624,0.937,2.561,1.725,1.725,3.45,0.447,0.237,0.684,228,14.9%,22,26,2,4,33.33%
Drew Stafford,BUF,25,F,62,31,21,52,34,13,16:32,13:14,2:57,0:20,20,11,0,4,2,13,8,0,4,1,33,19,0,8,3,36.5%,1.814,1.229,3.043,1.462,0.95,2.413,3.601,2.619,6.22,0.5,0.339,0.839,179,17.3%,53,5,17,39,30.36%
Erik Cole,CAR,32,F,82,26,26,52,49,-1,18:27,14:22,2:42,1:22,22,3,1,9,2,20,5,1,4,0,42,8,2,13,2,15.4%,1.031,1.031,2.061,1.119,1.018,2.137,0.812,1.354,2.166,0.317,0.317,0.634,201,12.9%,225,34,7,27,20.59%
Jason Pominville,BUF,28,F,73,22,30,52,15,1,18:09,13:16,2:55,1:57,16,5,1,2,1,21,9,0,5,1,37,14,1,7,2,26.9%,0.996,1.358,2.354,0.991,1.3,2.291,1.407,2.533,3.94,0.301,0.411,0.712,215,10.2%,35,50,67,88,43.23%
Patrik Berglund,STL,22,F,81,22,30,52,26,-3,17:11,13:47,2:53,0:29,14,8,0,1,0,20,9,1,4,0,34,17,1,5,0,32.7%,0.948,1.293,2.241,0.752,1.074,1.825,2.044,2.3,4.344,0.272,0.37,0.642,175,12.6%,116,33,450,524,46.20%
Jussi Jokinen,CAR,27,F,70,19,33,52,24,3,17:13,12:53,3:28,0:50,11,8,0,1,0,23,10,0,5,1,34,18,0,6,1,34.6%,0.945,1.642,2.588,0.731,1.529,2.26,1.969,2.461,4.43,0.271,0.471,0.743,136,14.0%,45,38,169,151,52.81%
Alexander Steen,STL,26,F,72,20,31,51,26,-3,19:33,15:28,3:07,0:57,17,1,2,5,0,22,9,0,3,1,39,10,2,8,1,19.6%,0.852,1.321,2.174,0.916,1.185,2.101,0.267,2.399,2.665,0.278,0.431,0.708,218,9.2%,39,28,41,65,38.68%
Teddy Purcell,TBL,25,F,81,17,34,51,10,5,14:06,11:19,2:45,0:01,14,3,0,1,0,16,18,0,6,0,30,21,0,7,0,41.2%,0.893,1.786,2.679,0.915,1.046,1.962,0.808,4.847,5.655,0.21,0.42,0.63,196,8.7%,21,16,12,25,32.43%
Tobias Enström,ATL,26,D,72,10,41,51,54,-10,23:41,18:21,4:32,0:46,4,6,0,0,0,18,22,1,8,3,22,28,1,8,3,54.9%,0.352,1.443,1.794,0.182,0.817,0.999,1.099,4.031,5.13,0.139,0.569,0.708,113,8.9%,30,137,0,0,0.00%
James Wisniewski,MTL,26,D,75,10,41,51,38,-14,22:56,17:28,4:27,1:00,3,7,0,2,1,19,22,0,6,2,22,29,0,8,3,56.9%,0.349,1.43,1.778,0.137,0.87,1.007,1.255,3.946,5.201,0.133,0.547,0.68,158,6.3%,108,119,0,0,0.00%
Rene Bourque,CGY,29,F,80,27,23,50,42,-17,17:45,13:40,3:00,1:04,20,6,1,6,1,12,9,2,0,0,32,15,3,6,1,30.0%,1.141,0.972,2.112,1.097,0.658,1.755,1.497,2.245,3.742,0.338,0.288,0.625,218,12.4%,90,26,7,17,29.17%
