Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Teemu Selänne,ANA,36,F,82,48,46,94,82,26,17:41,12:56,4:38,0:06,23,25,0,10,2,23,23,0,9,0,46,48,0,19,2,51.1%,1.985,1.902,3.887,1.3,1.3,2.601,3.938,3.623,7.561,0.585,0.561,1.146,257,18.7%,10,9,178,173,50.71%
Jarome Iginla,CGY,29,F,70,39,55,94,40,12,22:03,15:40,5:03,1:20,25,13,1,7,0,35,20,0,6,0,60,33,1,13,0,35.1%,1.515,2.137,3.652,1.368,1.915,3.282,2.205,3.393,5.598,0.557,0.786,1.343,264,14.8%,78,20,215,191,52.96%
Alexander Ovechkin,WSH,21,F,82,46,46,92,52,-19,21:23,15:39,5:31,0:11,30,16,0,8,1,25,21,0,5,0,55,37,0,13,1,40.2%,1.574,1.574,3.147,1.402,1.168,2.57,2.117,2.779,4.896,0.561,0.561,1.122,392,11.7%,184,44,8,9,47.06%
Olli Jokinen,FLA,28,F,82,39,52,91,78,18,20:31,15:14,3:55,1:22,29,9,1,8,1,33,19,0,6,0,62,28,1,14,1,30.8%,1.39,1.853,3.243,1.393,1.585,2.977,1.681,3.549,5.23,0.476,0.634,1.11,351,11.1%,52,24,476,598,44.32%
Jason Spezza,OTT,23,F,67,34,53,87,45,19,19:17,14:13,4:53,0:10,20,13,1,5,0,32,20,1,13,0,52,33,2,18,0,37.9%,1.578,2.46,4.039,1.259,2.014,3.274,2.378,3.658,6.036,0.507,0.791,1.299,162,21.0%,18,14,668,593,52.97%
Daniel Alfredsson,OTT,34,F,77,29,58,87,42,42,21:34,14:32,4:48,2:12,20,7,2,7,0,38,18,2,12,0,58,25,4,19,0,28.7%,1.047,2.095,3.142,1.071,2.035,3.106,1.133,2.912,4.045,0.377,0.753,1.13,240,12.1%,58,37,15,28,34.88%
Pavel Datsyuk,DET,28,F,79,27,60,87,20,36,19:57,14:02,3:59,1:54,20,5,2,5,1,35,24,1,12,1,55,29,3,17,2,33.3%,1.028,2.284,3.311,1.082,1.893,2.974,0.95,4.558,5.507,0.342,0.759,1.101,207,13.0%,21,33,475,370,56.21%
Evgeni Malkin,PIT,20,F,78,33,52,85,80,2,19:09,12:56,5:45,0:27,17,16,0,6,1,28,24,0,8,2,45,40,0,14,3,47.1%,1.325,2.088,3.413,1.01,1.664,2.674,2.139,3.209,5.348,0.423,0.667,1.09,242,13.6%,40,36,315,413,43.27%
Thomas Vanek,BUF,22,F,82,43,41,84,40,47,16:46,12:56,3:31,0:18,28,15,0,5,1,34,7,0,7,0,62,22,0,12,1,26.2%,1.876,1.788,3.664,1.583,1.922,3.505,3.119,1.455,4.574,0.524,0.5,1.024,237,18.1%,30,36,11,28,28.21%
Daniel Sedin,VAN,26,F,81,36,48,84,36,19,18:03,13:31,4:23,0:08,20,16,0,8,4,30,18,0,11,1,50,34,0,19,5,40.5%,1.476,1.968,3.445,1.096,1.644,2.739,2.694,3.031,5.725,0.444,0.593,1.037,236,15.3%,16,19,10,34,22.73%
Ray Whitney,CAR,34,F,81,32,51,83,46,-5,18:42,13:29,5:02,0:11,26,6,0,6,1,27,24,0,11,1,53,30,0,17,2,36.1%,1.267,2.02,3.287,1.428,1.483,2.911,0.883,3.532,4.415,0.395,0.63,1.025,215,14.9%,17,24,2,5,28.57%
Andrew Brunette,COL,33,F,82,27,56,83,36,-8,17:30,13:20,4:06,0:03,18,9,0,2,0,29,27,0,9,0,47,36,0,11,0,43.4%,1.128,2.34,3.469,0.987,1.591,2.578,1.601,4.804,6.405,0.329,0.683,1.012,173,15.6%,17,32,5,3,62.50%
Michael Nylander,NYR,34,F,79,26,57,83,42,12,20:22,14:49,5:28,0:05,12,14,0,4,1,34,23,0,8,0,46,37,0,12,1,44.6%,0.969,2.124,3.093,0.615,1.742,2.356,1.945,3.195,5.14,0.329,0.722,1.051,193,13.5%,12,41,501,553,47.53%
Rod Brind'Amour,CAR,36,F,78,26,56,82,46,7,23:19,14:41,5:00,3:37,15,9,2,5,1,32,21,3,12,2,47,30,5,17,3,36.6%,0.858,1.847,2.705,0.786,1.676,2.461,1.381,3.223,4.604,0.333,0.718,1.051,181,14.4%,123,49,1213,834,59.26%
Alex Tanguay,CGY,27,F,81,22,59,81,44,12,17:40,13:32,4:04,0:02,17,5,0,0,0,43,16,0,9,1,60,21,0,9,1,25.9%,0.922,2.473,3.396,0.93,2.352,3.282,0.907,2.904,3.811,0.272,0.728,1.0,107,20.6%,45,23,6,18,25.00%
Henrik Sedin,VAN,26,F,82,10,71,81,66,19,18:25,13:45,4:23,0:17,9,1,0,2,1,37,34,0,17,4,46,35,0,19,5,43.2%,0.397,2.819,3.217,0.479,1.969,2.447,0.167,5.673,5.84,0.122,0.866,0.988,134,7.5%,15,13,641,579,52.54%
Mike Cammalleri,LAK,24,F,81,34,46,80,48,5,18:02,13:13,4:39,0:10,18,16,0,5,1,25,21,0,2,0,43,37,0,7,1,46.3%,1.396,1.888,3.284,1.008,1.4,2.409,2.549,3.345,5.894,0.42,0.568,0.988,299,11.4%,41,29,163,138,54.15%
Vyacheslav Kozlov,ATL,34,F,81,28,52,80,36,9,20:29,13:51,5:07,1:29,20,8,0,8,2,21,29,2,8,2,41,37,2,16,4,46.3%,1.012,1.88,2.892,1.069,1.122,2.191,1.155,4.187,5.342,0.346,0.642,0.988,190,14.7%,32,17,153,173,46.93%
Patrick Marleau,SJS,27,F,77,32,46,78,33,9,18:33,14:06,4:15,0:11,18,14,0,9,0,23,23,0,8,0,41,37,0,17,0,47.4%,1.343,1.931,3.275,0.994,1.27,2.263,2.562,4.209,6.771,0.416,0.597,1.013,180,17.8%,47,11,350,343,50.51%
Paul Stastny,COL,21,F,82,28,50,78,42,4,18:10,12:15,3:38,2:16,17,11,0,6,0,29,20,1,7,1,46,31,1,13,1,39.7%,1.127,2.013,3.141,1.015,1.732,2.747,2.206,4.011,6.217,0.341,0.61,0.951,185,15.1%,29,49,594,632,48.45%
Andy McDonald,ANA,29,F,82,27,51,78,46,16,17:35,13:10,4:19,0:05,19,8,0,3,1,26,25,0,8,1,45,33,0,11,2,42.3%,1.123,2.121,3.245,1.055,1.444,2.499,1.351,4.222,5.573,0.329,0.622,0.951,252,10.7%,44,12,503,405,55.40%
Kristian Huselius,CGY,28,F,81,34,43,77,26,21,17:22,12:39,3:58,0:45,18,14,2,6,0,21,20,2,11,0,39,34,4,17,0,44.2%,1.449,1.833,3.282,1.054,1.23,2.283,2.609,3.727,6.336,0.42,0.531,0.951,173,19.7%,11,19,4,10,28.57%
Daymond Langkow,CGY,30,F,81,33,44,77,44,23,20:07,13:49,4:30,1:47,22,10,1,6,0,25,17,2,4,0,47,27,3,10,0,35.1%,1.215,1.62,2.834,1.179,1.339,2.518,1.645,2.797,4.442,0.407,0.543,0.951,247,13.4%,61,57,538,635,45.87%
Ilya Kovalchuk,ATL,23,F,82,42,34,76,66,-2,21:20,14:45,6:31,0:04,24,18,0,7,2,20,14,0,1,0,44,32,0,8,2,42.1%,1.44,1.166,2.605,1.19,0.992,2.182,2.021,1.572,3.592,0.512,0.415,0.927,336,12.5%,72,17,26,40,39.39%
Mats Sundin,TOR,35,F,75,27,49,76,62,-2,20:27,13:49,4:57,1:41,20,6,1,3,1,21,28,0,9,1,41,34,1,12,2,44.7%,1.055,1.916,2.971,1.158,1.216,2.373,0.968,4.519,5.488,0.36,0.653,1.013,321,8.4%,70,41,988,802,55.20%
Paul Kariya,NSH,32,F,82,24,52,76,36,6,20:22,15:01,4:58,0:22,19,5,0,2,0,32,20,0,11,2,51,25,0,13,2,32.9%,0.862,1.867,2.729,0.925,1.558,2.483,0.734,2.937,3.671,0.293,0.634,0.927,224,10.7%,16,49,0,3,0.00%
Saku Koivu,MTL,32,F,81,22,53,75,74,-21,18:06,12:18,3:59,1:49,10,11,1,4,0,19,32,2,5,1,29,43,3,9,1,57.3%,0.9,2.168,3.067,0.602,1.144,1.746,2.042,5.942,7.984,0.272,0.654,0.926,154,14.3%,51,36,798,655,54.92%
Alexander Semin,WSH,22,F,77,38,35,73,90,-7,18:24,12:36,5:43,0:04,21,17,0,6,1,14,21,0,2,1,35,38,0,8,2,52.1%,1.609,1.482,3.091,1.298,0.865,2.163,2.315,2.86,5.175,0.494,0.455,0.948,243,15.6%,34,17,12,32,27.27%
Alexander Frolov,LAK,24,F,82,35,36,71,34,-8,19:56,13:55,4:28,1:31,24,10,1,6,1,16,18,2,5,0,40,28,3,11,1,39.4%,1.284,1.321,2.606,1.261,0.84,2.101,1.634,2.941,4.575,0.427,0.439,0.866,195,18.0%,40,21,7,12,36.84%
Milan Hejduk,COL,30,F,80,35,35,70,44,10,17:52,12:35,3:42,1:34,22,12,1,6,1,23,12,0,6,0,45,24,1,12,1,34.3%,1.468,1.468,2.937,1.311,1.37,2.681,2.423,2.423,4.846,0.438,0.438,0.875,257,13.6%,13,28,49,60,44.95%
Eric Staal,CAR,22,F,82,30,40,70,68,-6,20:07,14:28,5:21,0:18,17,12,1,1,0,26,14,0,7,0,43,26,1,8,0,37.1%,1.091,1.454,2.545,0.86,1.315,2.174,1.641,1.914,3.555,0.366,0.488,0.854,288,10.4%,77,29,559,679,45.15%
Martin Straka,NYR,34,F,77,29,41,70,24,16,19:57,14:06,5:11,0:39,21,8,0,6,1,20,20,1,4,0,41,28,1,10,1,40.0%,1.133,1.601,2.734,1.159,1.104,2.264,1.202,3.004,4.206,0.377,0.532,0.909,165,17.6%,39,42,86,127,40.38%
Brad Richards,TBL,26,F,82,25,45,70,23,-19,23:44,16:30,5:04,2:09,12,12,1,3,0,23,21,1,9,2,35,33,2,12,2,47.1%,0.771,1.387,2.158,0.532,1.02,1.552,1.729,3.026,4.755,0.305,0.549,0.854,272,9.2%,24,46,812,768,51.39%
Patrice Bergeron,BOS,21,F,77,22,48,70,26,-28,20:48,12:43,5:09,2:56,8,14,0,6,1,22,24,2,7,1,30,38,2,13,2,54.3%,0.824,1.797,2.621,0.49,1.348,1.838,2.118,3.631,5.75,0.286,0.623,0.909,224,9.8%,65,50,798,762,51.15%
Jason Blake,NYI,33,F,82,40,29,69,34,1,18:08,13:59,3:52,0:16,26,14,0,7,0,21,8,0,2,0,47,22,0,9,0,31.9%,1.613,1.17,2.783,1.36,1.099,2.459,2.641,1.509,4.151,0.488,0.354,0.841,305,13.1%,61,21,67,50,57.26%
Jonathan Cheechoo,SJS,26,F,76,37,32,69,69,11,17:33,13:00,4:22,0:10,22,15,0,5,0,17,15,0,6,0,39,30,0,11,0,43.5%,1.664,1.439,3.102,1.335,1.032,2.367,2.711,2.711,5.422,0.487,0.421,0.908,250,14.8%,98,27,10,22,31.25%
Chris Drury,BUF,30,F,77,37,32,69,30,1,18:46,11:24,4:25,2:56,17,17,3,9,1,22,10,0,6,0,39,27,3,15,1,39.1%,1.535,1.328,2.863,1.161,1.502,2.663,2.993,1.761,4.754,0.481,0.416,0.896,199,18.6%,28,65,948,665,58.77%
Patrik Elias,NJD,30,F,75,21,48,69,38,1,18:37,14:00,4:21,0:14,13,8,0,5,1,25,23,0,11,2,38,31,0,16,3,44.9%,0.902,2.063,2.965,0.742,1.427,2.169,1.469,4.223,5.692,0.28,0.64,0.92,267,7.9%,45,17,7,11,38.89%
Scott Niedermayer,ANA,33,D,79,15,54,69,86,6,26:51,17:18,5:42,3:51,6,9,0,3,1,29,25,0,10,2,35,34,0,13,3,49.3%,0.424,1.527,1.951,0.263,1.273,1.536,1.197,3.326,4.523,0.19,0.684,0.873,172,8.7%,82,69,1,0,100.00%
Simon Gagne,PHI,26,F,76,41,27,68,30,2,21:02,14:20,4:29,2:11,26,13,2,4,2,18,8,1,2,0,44,21,3,6,2,30.9%,1.539,1.013,2.552,1.431,0.99,2.421,2.284,1.406,3.69,0.539,0.355,0.895,291,14.1%,39,34,21,28,42.86%
Ryan Smyth,NYI,30,F,71,36,32,68,52,2,20:43,13:56,4:34,2:13,20,15,1,5,0,24,7,1,7,1,44,22,2,12,1,32.4%,1.467,1.304,2.772,1.212,1.455,2.667,2.774,1.294,4.068,0.507,0.451,0.958,210,17.1%,32,48,32,40,44.44%
Jason Pominville,BUF,24,F,82,34,34,68,30,25,17:24,12:31,2:31,2:21,30,2,2,5,0,21,11,2,5,1,51,13,4,10,1,19.1%,1.429,1.429,2.858,1.751,1.226,2.978,0.581,3.198,3.779,0.415,0.415,0.829,212,16.0%,45,64,6,8,42.86%
Henrik Zetterberg,DET,26,F,63,33,35,68,36,26,20:50,13:53,4:05,2:51,21,11,1,10,1,20,13,2,3,0,41,24,3,13,1,35.3%,1.509,1.6,3.108,1.44,1.372,2.812,2.563,3.029,5.593,0.524,0.556,1.079,224,14.7%,19,25,466,422,52.48%
Mark Recchi,PIT,38,F,82,24,44,68,62,1,19:42,13:58,5:11,0:32,10,14,0,3,0,30,13,1,5,0,40,27,1,8,0,39.7%,0.891,1.634,2.525,0.523,1.57,2.094,1.975,1.834,3.809,0.293,0.537,0.829,190,12.6%,97,28,12,14,46.15%
Justin Williams,CAR,25,F,82,33,34,67,73,-11,20:51,13:35,4:30,2:44,19,12,2,8,1,19,12,3,6,2,38,24,5,14,3,35.8%,1.158,1.193,2.351,1.023,1.023,2.045,1.946,1.946,3.893,0.402,0.415,0.817,258,12.8%,85,49,9,15,37.50%
Sergei Gonchar,PIT,32,D,82,13,54,67,72,-5,26:33,16:04,7:21,3:07,2,10,1,3,1,14,38,2,7,1,16,48,3,10,2,71.6%,0.358,1.488,1.846,0.091,0.637,0.728,0.995,3.781,4.777,0.159,0.659,0.817,191,6.8%,64,138,0,0,0.00%
Milan Michálek,SJS,22,F,78,26,40,66,36,17,16:45,12:55,3:26,0:22,15,11,0,9,0,24,15,1,8,0,39,26,1,17,0,39.4%,1.193,1.836,3.029,0.892,1.428,2.32,2.454,3.347,5.801,0.333,0.513,0.846,191,13.6%,28,31,2,9,18.18%
Jean-Pierre Dumont,NSH,28,F,82,21,45,66,28,14,16:11,12:32,3:26,0:12,16,5,0,3,0,31,14,0,9,0,47,19,0,12,0,28.8%,0.949,2.033,2.982,0.933,1.808,2.741,1.061,2.97,4.031,0.256,0.549,0.805,143,14.7%,33,21,1,5,16.67%
Brian Rolston,MIN,33,F,78,31,33,64,46,6,21:16,13:25,5:12,2:38,17,13,1,6,0,11,21,1,5,0,28,34,2,11,0,53.1%,1.121,1.193,2.314,0.974,0.63,1.605,1.921,3.104,5.025,0.397,0.423,0.821,305,10.2%,41,36,134,161,45.42%
Sheldon Souray,MTL,30,D,81,26,38,64,135,-28,23:11,15:18,4:52,3:01,6,19,1,6,2,7,29,2,9,0,13,48,3,15,2,75.0%,0.83,1.214,2.044,0.29,0.339,0.629,2.891,4.413,7.303,0.321,0.469,0.79,224,11.6%,101,149,2,0,100.00%
Pavol Demitra,MIN,32,F,71,25,39,64,28,0,20:38,14:29,4:23,1:45,15,9,1,4,0,21,17,1,8,3,36,26,2,12,3,40.6%,1.023,1.596,2.619,0.874,1.224,2.099,1.732,3.271,5.003,0.352,0.549,0.901,175,14.3%,23,31,245,268,47.76%
David Výborný,CBJ,31,F,82,16,48,64,60,6,20:20,13:00,4:33,2:46,10,6,0,2,2,27,21,0,4,0,37,27,0,6,2,42.2%,0.576,1.727,2.303,0.562,1.518,2.08,0.964,3.375,4.339,0.195,0.585,0.78,158,10.1%,53,27,102,167,37.92%
David Legwand,NSH,26,F,78,27,36,63,44,23,18:21,13:46,2:01,2:33,23,3,1,7,0,27,7,2,3,0,50,10,3,10,0,15.9%,1.131,1.508,2.639,1.284,1.507,2.791,1.143,2.668,3.811,0.346,0.462,0.808,153,17.7%,15,43,502,606,45.31%
Derek Roy,BUF,23,F,75,21,42,63,60,37,18:27,12:56,2:58,2:32,14,6,1,3,0,33,8,1,5,0,47,14,2,8,0,22.2%,0.91,1.82,2.73,0.865,2.04,2.905,1.615,2.153,3.767,0.28,0.56,0.84,130,16.2%,46,42,548,581,48.54%
Dan Boyle,TBL,30,D,82,20,43,63,62,-5,26:51,19:46,6:23,0:41,9,10,1,4,1,16,27,0,2,0,25,37,1,6,1,58.7%,0.545,1.172,1.717,0.333,0.592,0.925,1.144,3.089,4.232,0.244,0.524,0.768,203,9.9%,103,118,0,1,0.00%
Nathan Horton,FLA,21,F,82,31,31,62,61,15,18:03,13:45,2:49,1:28,23,7,1,3,1,25,6,0,5,0,48,13,1,8,1,21.0%,1.256,1.256,2.511,1.223,1.33,2.553,1.812,1.553,3.365,0.378,0.378,0.756,217,14.3%,63,25,15,16,48.39%
Zach Parise,NJD,22,F,82,31,31,62,30,-3,17:32,14:17,3:02,0:12,22,9,0,7,0,18,13,0,6,0,40,22,0,13,0,35.5%,1.294,1.294,2.587,1.126,0.922,2.048,2.163,3.125,5.288,0.378,0.378,0.756,247,12.6%,37,36,23,29,44.23%
Brendan Shanahan,NYR,37,F,67,29,33,62,47,2,19:49,12:09,5:08,2:30,12,14,3,3,0,15,17,1,5,2,27,31,4,8,2,50.0%,1.31,1.491,2.801,0.883,1.104,1.988,2.437,2.959,5.397,0.433,0.493,0.925,295,9.8%,66,50,135,146,48.04%
Nicklas Lidström,DET,36,D,80,13,49,62,46,40,27:16,17:07,5:37,4:31,3,10,0,1,0,23,23,3,9,1,26,33,3,10,1,53.2%,0.357,1.347,1.705,0.131,1.008,1.139,1.332,3.063,4.394,0.163,0.613,0.775,224,5.8%,24,95,0,0,0.00%
Erik Cole,CAR,28,F,71,29,32,61,76,2,18:01,12:52,4:20,0:47,20,9,0,4,1,22,9,1,4,0,42,18,1,8,1,29.5%,1.36,1.501,2.861,1.312,1.443,2.756,1.749,1.749,3.498,0.408,0.451,0.859,166,17.5%,222,20,11,16,40.74%
Maxim Afinogenov,BUF,27,F,56,23,38,61,66,19,17:03,13:13,3:45,0:04,16,7,0,3,0,25,13,0,5,0,41,20,0,8,0,32.8%,1.445,2.388,3.833,1.297,2.026,3.323,2.0,3.714,5.713,0.411,0.679,1.089,151,15.2%,33,13,2,1,66.67%
Anze Kopitar,LAK,19,F,72,20,41,61,24,-12,20:32,13:48,4:37,2:05,11,7,2,1,0,19,22,0,6,1,30,29,2,7,1,47.5%,0.812,1.664,2.475,0.664,1.146,1.81,1.261,3.962,5.223,0.278,0.569,0.847,193,10.4%,55,33,555,649,46.10%
Chris Kunitz,ANA,27,F,81,25,35,60,81,23,17:03,12:41,4:02,0:19,14,11,0,5,0,26,9,0,7,0,40,20,0,12,0,33.3%,1.086,1.52,2.607,0.818,1.518,2.336,2.016,1.65,3.666,0.309,0.432,0.741,180,13.9%,159,15,4,9,30.77%
Dainius Zubrus,BUF,28,F,79,24,36,60,62,-19,19:29,14:20,4:36,0:32,14,10,0,4,1,23,13,0,6,0,37,23,0,10,1,38.3%,0.935,1.403,2.338,0.741,1.218,1.96,1.649,2.144,3.792,0.304,0.456,0.759,158,15.2%,113,41,572,593,49.10%
Markus Näslund,VAN,33,F,82,24,36,60,54,3,17:44,13:43,3:59,0:01,15,9,0,5,0,17,19,0,7,2,32,28,0,12,2,46.7%,0.99,1.485,2.475,0.8,0.906,1.706,1.649,3.481,5.13,0.293,0.439,0.732,222,10.8%,19,25,3,3,50.00%
Jamie Langenbrunner,NJD,31,F,82,23,37,60,64,-9,18:33,13:44,4:13,0:35,11,12,0,7,0,27,10,0,4,0,38,22,0,11,0,36.7%,0.907,1.459,2.366,0.586,1.438,2.024,2.075,1.73,3.805,0.28,0.451,0.732,243,9.5%,80,18,8,15,34.78%
Steve Sullivan,NSH,32,F,57,22,38,60,20,16,19:25,12:02,4:26,2:55,13,6,3,4,1,20,17,1,7,1,33,23,4,11,2,38.3%,1.193,2.06,3.252,1.136,1.747,2.883,1.423,4.032,5.456,0.386,0.667,1.053,122,18.0%,36,13,15,24,38.46%
Scott Gomez,NJD,27,F,72,13,47,60,42,7,18:55,14:25,4:28,0:02,9,4,0,1,1,28,19,0,9,1,37,23,0,10,2,38.3%,0.572,2.069,2.641,0.52,1.618,2.138,0.746,3.543,4.289,0.181,0.653,0.833,248,5.2%,21,17,628,576,52.16%
Miroslav Satan,NYI,32,F,81,27,32,59,46,-12,18:35,13:32,3:46,1:15,19,7,1,2,0,18,14,0,4,1,37,21,1,6,1,35.6%,1.076,1.275,2.352,1.039,0.984,2.023,1.371,2.742,4.114,0.333,0.395,0.728,216,12.5%,35,30,91,73,55.49%
Mike Sillinger,NYI,35,F,82,26,33,59,46,5,19:18,12:30,3:19,3:28,13,11,2,3,0,20,12,1,3,1,33,23,3,6,1,39.0%,0.985,1.25,2.235,0.76,1.17,1.93,2.425,2.646,5.071,0.317,0.402,0.72,152,17.1%,48,48,1004,704,58.78%
Mike Ribeiro,DAL,26,F,81,18,41,59,22,3,14:56,10:53,4:02,0:00,12,6,0,3,1,20,21,0,4,1,32,27,0,7,2,45.8%,0.893,2.033,2.926,0.816,1.36,2.177,1.101,3.854,4.955,0.222,0.506,0.728,111,16.2%,88,25,316,362,46.61%
Doug Weight,STL,35,F,82,16,43,59,56,10,18:17,13:28,4:31,0:17,11,5,0,3,0,28,15,0,8,3,39,20,0,11,3,33.9%,0.64,1.72,2.36,0.597,1.52,2.117,0.809,2.428,3.237,0.195,0.524,0.72,123,13.0%,55,31,489,536,47.71%
Ryan Whitney,PIT,23,D,81,14,45,59,77,9,23:56,15:40,5:59,2:16,5,9,0,2,0,20,24,1,7,3,25,33,1,9,3,55.9%,0.433,1.393,1.826,0.236,0.945,1.182,1.114,2.971,4.085,0.173,0.556,0.728,129,10.9%,38,118,1,4,20.00%
Chris Pronger,ANA,32,D,66,13,46,59,69,27,26:51,17:22,5:45,3:43,5,8,0,2,0,18,28,0,7,0,23,36,0,9,0,61.0%,0.44,1.557,1.997,0.262,0.942,1.204,1.264,4.423,5.687,0.197,0.697,0.894,166,7.8%,77,104,1,3,25.00%
Michael Ryder,MTL,26,F,82,30,28,58,60,-25,16:16,11:35,3:52,0:48,11,17,2,3,0,11,17,0,5,0,22,34,2,8,0,58.6%,1.348,1.259,2.607,0.694,0.694,1.389,3.205,3.205,6.409,0.366,0.341,0.707,221,13.6%,130,21,12,16,42.86%
Keith Tkachuk,ATL,34,F,79,27,31,58,126,11,17:29,13:25,3:55,0:09,17,10,0,4,1,21,9,1,3,0,38,19,1,7,1,32.8%,1.172,1.346,2.519,0.962,1.189,2.151,1.938,1.744,3.682,0.342,0.392,0.734,196,13.8%,69,21,519,507,50.58%
Ryan Getzlaf,ANA,21,F,82,25,33,58,66,17,15:03,10:07,3:25,1:29,13,11,1,6,1,13,20,0,8,3,26,31,1,14,4,53.4%,1.215,1.603,2.818,0.939,0.939,1.878,2.345,4.263,6.608,0.305,0.402,0.707,203,12.3%,99,39,439,449,49.44%
Lubomir Visnovsky,LAK,30,D,69,18,40,58,26,1,24:27,17:31,5:57,0:58,10,8,0,0,0,15,25,0,5,1,25,33,0,5,1,56.9%,0.64,1.422,2.062,0.496,0.744,1.241,1.167,3.648,4.815,0.261,0.58,0.841,159,11.3%,47,107,2,4,33.33%
Tomas Kaberle,TOR,28,D,74,11,47,58,20,3,25:52,16:28,5:49,3:34,9,2,0,1,1,18,28,1,10,1,27,30,1,11,2,51.7%,0.345,1.473,1.818,0.443,0.886,1.329,0.278,3.896,4.175,0.149,0.635,0.784,128,8.6%,61,67,0,0,0.00%
Marian Gaborik,MIN,24,F,48,30,27,57,40,12,19:37,14:44,3:44,1:08,17,12,1,7,1,17,10,0,6,2,34,22,1,13,3,38.6%,1.911,1.72,3.631,1.441,1.441,2.882,4.012,3.344,7.356,0.625,0.563,1.188,196,15.3%,22,7,0,4,0.00%
Rick Nash,CBJ,22,F,75,27,30,57,73,-8,19:11,13:00,4:31,1:40,17,9,1,5,1,15,13,2,2,0,32,22,3,7,1,38.6%,1.125,1.25,2.376,1.046,0.923,1.969,1.592,2.299,3.89,0.36,0.4,0.76,228,11.8%,71,26,61,82,42.66%
