Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Sidney Crosby,PIT,36,F,82,42,52,94,40,7,20:05,16:24,3:35,0:05,32,10,0,3,0,39,13,0,5,1,71,23,0,8,1,24.5%,1.53,1.894,3.424,1.427,1.739,3.166,2.041,2.653,4.694,0.512,0.634,1.146,278,15.1%,101,37,1090,782,58.23%
Quinn Hughes,VAN,24,D,82,17,75,92,38,38,24:41,20:09,3:55,0:35,12,5,0,2,1,42,33,0,12,3,54,38,0,14,4,41.3%,0.504,2.223,2.727,0.435,1.524,1.959,0.933,6.158,7.091,0.207,0.915,1.122,199,8.5%,29,55,0,0,0.00%
Brayden Point,TBL,27,F,81,46,44,90,14,-16,20:02,16:21,3:39,0:01,31,15,0,12,0,27,17,0,8,0,58,32,0,20,0,35.6%,1.7,1.626,3.327,1.404,1.223,2.628,3.039,3.444,6.483,0.568,0.543,1.111,227,20.3%,16,44,294,350,45.65%
Cale Makar,COL,25,D,77,21,69,90,16,15,24:46,18:09,4:04,2:32,13,7,1,1,0,34,32,3,10,4,47,39,4,11,4,43.3%,0.661,2.171,2.831,0.558,1.46,2.018,1.338,6.116,7.454,0.273,0.896,1.169,231,9.1%,37,148,0,0,0.00%
Sebastian Aho,CAR,26,F,78,36,53,89,36,34,19:37,14:57,2:53,1:46,24,11,1,10,2,31,21,1,14,2,55,32,2,24,4,36.0%,1.411,2.077,3.488,1.234,1.594,2.828,2.923,5.58,8.502,0.462,0.679,1.141,216,16.7%,48,18,571,484,54.12%
Elias Pettersson,VAN,25,F,82,34,55,89,12,20,19:39,14:31,3:45,1:22,21,13,0,10,2,35,18,2,3,0,56,31,2,13,2,34.8%,1.266,2.048,3.314,1.058,1.763,2.822,2.534,3.508,6.042,0.415,0.671,1.085,207,16.4%,125,68,406,393,50.81%
Matthew Tkachuk,FLA,26,F,80,26,62,88,88,19,18:38,14:18,4:01,0:18,19,6,1,2,0,36,26,0,13,2,55,32,1,15,2,36.4%,1.046,2.495,3.541,0.996,1.886,2.882,1.119,4.849,5.969,0.325,0.775,1.1,280,9.3%,151,28,3,6,33.33%
Robert Thomas,STL,24,F,82,26,60,86,48,9,20:57,15:56,3:13,1:48,17,8,1,3,0,39,19,2,10,2,56,27,3,13,2,31.4%,0.907,2.094,3.001,0.781,1.791,2.571,1.815,4.31,6.125,0.317,0.732,1.049,170,15.3%,16,47,876,773,53.12%
Mitchell Marner,TOR,26,F,69,26,59,85,18,21,21:16,16:00,3:11,2:03,17,8,1,2,0,40,19,0,7,4,57,27,1,9,4,31.8%,1.063,2.411,3.474,0.923,2.172,3.096,2.174,5.164,7.338,0.377,0.855,1.232,158,16.5%,59,51,4,12,25.00%
Roman Josi,NSH,33,D,82,23,62,85,45,12,24:37,20:16,3:51,0:29,14,9,0,5,2,37,24,1,13,3,51,33,1,18,5,38.8%,0.683,1.842,2.525,0.505,1.335,1.84,1.706,4.549,6.255,0.28,0.756,1.037,268,8.6%,46,151,0,0,0.00%
Jesper Bratt,NJD,25,F,82,27,56,83,12,-6,19:18,14:57,3:21,1:00,20,7,0,7,0,35,20,1,8,1,55,27,1,15,1,32.5%,1.023,2.122,3.146,0.979,1.713,2.692,1.528,4.364,5.892,0.329,0.683,1.012,248,10.9%,66,33,8,14,36.36%
Evan Bouchard,EDM,24,D,81,18,64,82,32,34,22:59,19:13,3:26,0:19,10,8,0,7,2,37,27,0,12,2,47,35,0,19,4,42.7%,0.58,2.061,2.641,0.385,1.426,1.811,1.719,5.801,7.52,0.222,0.79,1.012,220,8.2%,71,105,0,0,0.00%
Steven Stamkos,TBL,33,F,79,40,41,81,34,-21,18:13,14:27,3:44,0:01,21,19,0,6,0,21,20,0,7,0,42,39,0,13,0,48.1%,1.667,1.708,3.375,1.104,1.104,2.207,3.85,4.053,7.903,0.506,0.519,1.025,262,15.3%,78,43,357,280,56.04%
Jason Robertson,DAL,24,F,82,29,51,80,22,19,18:19,15:32,2:46,0:00,20,9,0,4,0,32,19,0,5,2,52,28,0,9,2,35.0%,1.158,2.036,3.194,0.941,1.506,2.447,2.378,5.02,7.398,0.354,0.622,0.976,231,12.6%,77,31,0,0,0.00%
Aleksander Barkov,FLA,28,F,73,23,57,80,24,33,19:38,14:08,3:30,1:59,18,5,0,4,0,31,24,2,13,3,49,29,2,17,3,36.3%,0.963,2.386,3.348,1.046,1.802,2.848,1.171,5.622,6.793,0.315,0.781,1.096,193,11.9%,104,50,630,470,57.27%
Mathew Barzal,NYI,26,F,80,23,57,80,34,-4,20:07,17:00,3:06,0:01,18,5,0,4,2,37,20,0,12,4,55,25,0,16,6,31.3%,0.857,2.123,2.98,0.794,1.632,2.426,1.209,4.836,6.045,0.288,0.713,1.0,240,9.6%,54,52,49,65,42.98%
Zach Hyman,EDM,31,F,80,54,23,77,48,36,19:30,16:11,3:15,0:03,39,15,0,7,1,18,5,0,4,1,57,20,0,11,2,26.0%,2.077,0.885,2.961,1.806,0.834,2.64,3.453,1.151,4.604,0.675,0.288,0.963,290,18.6%,87,37,7,9,43.75%
Nicholas Suzuki,MTL,24,F,82,33,44,77,36,-14,21:15,16:39,3:38,0:58,21,12,0,1,1,25,19,0,9,4,46,31,0,10,5,40.3%,1.136,1.514,2.65,0.923,1.099,2.021,2.412,3.82,6.232,0.402,0.537,0.939,185,17.8%,69,48,689,622,52.56%
Jake Guentzel,CAR,29,F,67,30,47,77,22,25,20:01,16:20,3:36,0:03,25,5,0,2,0,30,17,0,8,0,55,22,0,10,0,28.6%,1.342,2.102,3.444,1.369,1.643,3.013,1.239,4.212,5.45,0.448,0.701,1.149,238,12.6%,48,28,6,17,26.09%
Vincent Trocheck,NYR,30,F,82,25,52,77,55,16,21:27,16:23,3:28,1:34,13,11,1,5,1,39,13,0,8,1,52,24,1,13,2,31.2%,0.853,1.773,2.626,0.58,1.741,2.321,2.311,2.732,5.043,0.305,0.634,0.939,215,11.6%,175,86,881,619,58.73%
Clayton Keller,ARI,25,F,78,33,43,76,32,-20,19:14,15:56,3:16,0:01,24,9,0,4,0,22,21,0,8,1,46,30,0,12,1,39.5%,1.319,1.719,3.038,1.158,1.062,2.22,2.112,4.928,7.04,0.423,0.551,0.974,228,14.5%,20,30,30,35,46.15%
Victor Hedman,TBL,33,D,78,13,63,76,76,18,24:48,18:56,3:28,2:23,9,4,0,2,0,36,27,0,12,1,45,31,0,14,1,40.8%,0.403,1.954,2.357,0.366,1.462,1.828,0.886,5.982,6.868,0.167,0.808,0.974,168,7.7%,65,102,0,0,0.00%
Chris Kreider,NYR,32,F,82,39,36,75,26,19,18:47,13:41,3:31,1:34,19,18,2,7,1,22,11,3,9,2,41,29,5,16,3,38.7%,1.519,1.402,2.922,1.016,1.176,2.192,3.738,2.284,6.022,0.476,0.439,0.915,246,15.9%,99,20,35,61,36.46%
Nazem Kadri,CGY,33,F,82,29,46,75,43,0,18:25,15:13,3:03,0:08,19,10,0,4,2,34,12,0,10,2,53,22,0,14,4,29.3%,1.152,1.827,2.978,0.913,1.634,2.548,2.389,2.867,5.257,0.354,0.561,0.915,277,10.5%,57,24,592,618,48.93%
Adrian Kempe,LAK,27,F,77,28,47,75,72,13,18:56,14:08,3:06,1:41,20,5,3,4,1,24,22,1,7,2,44,27,4,11,3,36.0%,1.152,1.934,3.087,1.102,1.322,2.424,1.254,5.518,6.772,0.364,0.61,0.974,246,11.4%,112,32,3,10,23.08%
Brandon Hagel,TBL,25,F,82,26,49,75,79,1,19:15,16:03,1:11,2:00,24,2,0,3,1,42,5,2,5,3,66,7,2,8,4,9.3%,0.988,1.862,2.85,1.094,1.914,3.007,1.235,3.088,4.323,0.317,0.598,0.915,184,14.1%,55,45,25,36,40.98%
Gustav Nyquist,NSH,34,F,81,23,52,75,8,7,17:44,14:06,3:01,0:36,17,5,1,4,0,32,19,1,9,1,49,24,2,13,1,32.0%,0.96,2.171,3.131,0.893,1.681,2.574,1.223,4.646,5.869,0.284,0.642,0.926,153,15.0%,36,38,15,24,38.46%
Brady Tkachuk,OTT,24,F,81,37,37,74,134,1,19:08,15:39,3:26,0:03,25,12,0,2,1,27,10,0,5,1,52,22,0,7,2,29.7%,1.432,1.432,2.864,1.183,1.278,2.461,2.585,2.154,4.739,0.457,0.457,0.914,357,10.4%,294,34,200,180,52.63%
Jack Hughes,NJD,22,F,62,27,47,74,12,-12,20:58,17:06,3:48,0:03,18,9,0,4,2,25,22,0,6,1,43,31,0,10,3,41.9%,1.246,2.169,3.414,1.019,1.415,2.433,2.287,5.592,7.879,0.435,0.758,1.194,274,9.9%,10,24,118,199,37.22%
Brock Boeser,VAN,26,F,81,40,33,73,14,23,18:36,14:49,3:45,0:00,24,16,0,4,1,24,9,0,9,3,48,25,0,13,4,34.2%,1.593,1.314,2.907,1.199,1.199,2.397,3.151,1.772,4.923,0.494,0.407,0.901,204,19.6%,56,29,13,12,52.00%
Kevin Fiala,LAK,27,F,82,29,44,73,62,1,18:02,14:51,3:08,0:01,18,11,0,2,1,25,19,0,4,0,43,30,0,6,1,41.1%,1.177,1.785,2.962,0.886,1.231,2.117,2.556,4.415,6.971,0.354,0.537,0.89,225,12.9%,67,28,10,28,26.32%
Adam Fox,NYR,25,D,72,17,56,73,36,21,23:26,18:20,3:32,1:33,10,6,1,5,1,28,27,1,10,2,38,33,2,15,3,45.2%,0.604,1.991,2.595,0.454,1.272,1.726,1.414,6.365,7.779,0.236,0.778,1.014,137,12.4%,44,123,0,0,0.00%
Carter Verhaeghe,FLA,28,F,76,34,38,72,36,17,17:57,14:42,3:14,0:01,26,8,0,7,1,25,13,0,5,0,51,21,0,12,1,29.2%,1.494,1.67,3.164,1.395,1.342,2.737,1.953,3.174,5.127,0.447,0.5,0.947,246,13.8%,63,20,37,47,44.05%
Lucas Raymond,DET,21,F,82,31,41,72,30,-12,17:45,14:54,2:43,0:07,25,6,0,4,3,31,10,0,7,1,56,16,0,11,4,22.2%,1.278,1.69,2.968,1.227,1.521,2.748,1.614,2.69,4.304,0.378,0.5,0.878,163,19.0%,69,27,4,6,40.00%
Mika Zibanejad,NYR,30,F,81,26,46,72,30,15,19:44,14:23,3:28,1:53,12,12,2,3,2,23,19,4,9,2,35,31,6,12,4,43.1%,0.975,1.726,2.701,0.618,1.184,1.801,2.564,4.059,6.623,0.321,0.568,0.889,221,11.8%,49,55,548,564,49.28%
Mark Scheifele,WPG,30,F,74,25,47,72,57,19,20:11,16:59,3:08,0:02,19,6,0,4,1,35,12,0,10,2,54,18,0,14,3,25.0%,1.004,1.888,2.892,0.906,1.67,2.576,1.547,3.094,4.642,0.338,0.635,0.973,154,16.2%,63,40,603,650,48.12%
Anze Kopitar,LAK,36,F,81,26,44,70,22,11,19:39,14:46,3:03,1:49,16,9,1,6,0,28,14,2,6,2,44,23,3,12,2,32.9%,0.98,1.658,2.638,0.802,1.404,2.207,2.175,3.383,5.558,0.321,0.543,0.864,133,19.6%,37,65,859,701,55.06%
Tim Stützle,OTT,21,F,75,18,52,70,28,-17,21:07,16:58,3:26,0:41,17,1,0,2,2,33,19,0,9,3,50,20,0,11,5,28.6%,0.682,1.97,2.652,0.801,1.555,2.356,0.232,4.413,4.645,0.24,0.693,0.933,192,9.4%,100,41,239,273,46.68%
Noah Dobson,NYI,23,D,79,10,60,70,36,12,24:31,20:26,2:59,1:06,9,1,0,4,0,36,23,1,8,4,45,24,1,12,4,34.3%,0.31,1.858,2.168,0.335,1.338,1.673,0.255,5.855,6.11,0.127,0.759,0.886,174,5.8%,85,180,0,0,0.00%
Jonathan Marchessault,VGK,33,F,82,42,27,69,40,-2,17:53,14:20,3:32,0:00,34,8,0,5,2,18,9,0,7,2,52,17,0,12,4,24.6%,1.717,1.104,2.821,1.734,0.918,2.652,1.654,1.861,3.515,0.512,0.329,0.841,266,15.8%,107,23,6,18,25.00%
Brock Nelson,NYI,32,F,82,34,35,69,28,-5,18:05,14:54,2:52,0:17,24,9,1,2,1,24,10,1,9,1,48,19,2,11,2,27.5%,1.376,1.416,2.792,1.178,1.178,2.355,2.285,2.539,4.824,0.415,0.427,0.841,250,13.6%,38,47,356,431,45.24%
Dylan Larkin,DET,27,F,68,33,36,69,39,5,20:10,15:27,3:10,1:32,17,14,2,5,2,24,12,0,7,4,41,26,2,12,6,37.7%,1.443,1.575,3.018,0.971,1.37,2.341,3.881,3.327,7.208,0.485,0.529,1.015,221,14.9%,44,34,716,577,55.38%
Matthew Boldy,MIN,22,F,75,29,40,69,48,5,18:54,14:51,3:56,0:06,19,10,0,7,1,25,15,0,7,1,44,25,0,14,2,36.2%,1.227,1.692,2.919,1.023,1.347,2.37,2.028,3.043,5.071,0.387,0.533,0.92,227,12.8%,33,32,37,51,42.05%
Ryan O'Reilly,NSH,32,F,82,26,43,69,18,6,19:45,14:37,3:19,1:49,12,14,0,1,0,29,14,0,12,4,41,28,0,13,4,40.6%,0.962,1.592,2.554,0.6,1.451,2.052,3.083,3.083,6.166,0.317,0.524,0.841,180,14.4%,25,56,828,708,53.91%
Josh Morrissey,WPG,28,D,81,10,59,69,44,34,24:10,20:46,3:17,0:06,8,2,0,1,0,42,17,0,12,3,50,19,0,13,3,27.5%,0.306,1.807,2.114,0.285,1.497,1.782,0.45,3.823,4.273,0.123,0.728,0.852,196,5.1%,90,103,0,0,0.00%
Travis Konecny,PHI,26,F,76,33,35,68,67,4,19:50,15:17,2:59,1:33,23,4,6,5,0,29,5,1,8,1,52,9,7,13,1,13.2%,1.313,1.393,2.706,1.188,1.498,2.685,1.057,1.321,2.377,0.434,0.461,0.895,244,13.5%,91,32,39,58,40.21%
Bo Horvat,NYI,28,F,81,33,35,68,39,-1,19:41,15:58,2:58,0:44,22,10,1,6,3,26,8,1,7,1,48,18,2,13,4,26.5%,1.241,1.316,2.558,1.02,1.205,2.225,2.486,1.988,4.474,0.407,0.432,0.84,248,13.3%,61,42,765,654,53.91%
Jack Eichel,VGK,27,F,63,31,37,68,27,4,20:31,14:37,3:55,1:57,20,11,0,7,2,24,11,2,7,3,44,22,2,14,5,32.4%,1.439,1.717,3.156,1.302,1.563,2.865,2.666,2.666,5.332,0.492,0.587,1.079,278,11.2%,26,61,413,495,45.48%
Seth Jarvis,CAR,21,F,81,33,34,67,14,23,18:45,13:46,2:55,2:02,18,13,2,9,1,26,7,1,6,1,44,20,3,15,2,29.9%,1.304,1.343,2.647,0.968,1.398,2.365,3.287,1.77,5.058,0.407,0.42,0.827,176,18.8%,115,52,157,195,44.60%
Jordan Kyrou,STL,25,F,82,31,36,67,22,-12,18:19,15:23,2:56,0:00,23,8,0,4,0,23,13,0,5,1,46,21,0,9,1,31.3%,1.237,1.437,2.674,1.093,1.093,2.187,1.992,3.237,5.229,0.378,0.439,0.817,251,12.4%,26,32,3,6,33.33%
Brad Marchand,BOS,35,F,82,29,38,67,78,2,19:06,14:00,3:18,1:46,19,7,3,6,2,18,19,1,6,1,37,26,4,12,3,38.8%,1.111,1.456,2.566,0.992,0.94,1.932,1.548,4.201,5.749,0.354,0.463,0.817,207,14.0%,115,35,24,31,43.64%
Nico Hischier,NJD,24,F,71,27,40,67,12,-5,19:28,14:40,3:25,1:22,20,6,1,4,0,29,11,0,6,1,49,17,1,10,1,25.4%,1.171,1.735,2.906,1.152,1.67,2.821,1.477,2.708,4.185,0.38,0.563,0.944,182,14.8%,44,42,785,602,56.60%
Evgeni Malkin,PIT,37,F,82,27,40,67,70,5,18:35,15:08,3:25,0:01,21,6,0,2,0,28,12,0,6,2,49,18,0,8,2,26.9%,1.063,1.575,2.638,1.015,1.353,2.368,1.284,2.568,3.853,0.329,0.488,0.817,199,13.6%,29,42,389,412,48.56%
Joe Pavelski,DAL,39,F,82,27,40,67,20,12,16:48,14:05,2:39,0:03,16,11,0,4,1,30,10,0,7,1,46,21,0,11,2,31.3%,1.175,1.741,2.916,0.831,1.557,2.388,3.022,2.747,5.769,0.329,0.488,0.817,194,13.9%,75,70,355,340,51.08%
Dylan Strome,WSH,26,F,82,27,40,67,22,-13,17:57,14:58,2:57,0:01,21,6,0,5,3,24,16,0,7,1,45,22,0,12,4,32.8%,1.101,1.631,2.731,1.026,1.173,2.199,1.485,3.961,5.446,0.329,0.488,0.817,169,16.0%,12,61,697,623,52.80%
Alex DeBrincat,DET,26,F,82,27,40,67,34,1,17:53,14:57,2:53,0:01,16,11,0,1,0,32,8,0,8,4,48,19,0,9,4,28.4%,1.104,1.636,2.74,0.782,1.565,2.347,2.776,2.019,4.795,0.329,0.488,0.817,237,11.4%,66,35,16,22,42.11%
Ryan Nugent-Hopkins,EDM,30,F,80,18,49,67,36,10,19:37,14:28,3:20,1:47,14,4,0,3,0,24,22,3,10,2,38,26,3,13,2,38.8%,0.688,1.873,2.561,0.725,1.243,1.968,0.897,4.933,5.83,0.225,0.613,0.838,183,9.8%,62,33,236,256,47.97%
Drake Batherson,OTT,25,F,82,28,38,66,42,-9,18:10,15:05,3:03,0:01,21,7,0,4,1,23,15,0,8,2,44,22,0,12,3,33.3%,1.127,1.53,2.657,1.018,1.115,2.132,1.679,3.597,5.275,0.341,0.463,0.805,196,14.3%,98,33,38,55,40.86%
Wyatt Johnston,DAL,20,F,82,32,33,65,38,14,17:00,13:50,1:45,1:23,26,3,3,3,0,26,7,0,7,2,52,10,3,10,2,15.4%,1.377,1.42,2.797,1.374,1.374,2.748,1.245,2.905,4.15,0.39,0.402,0.793,216,14.8%,52,42,318,316,50.16%
Alexander Ovechkin,WSH,38,F,79,31,34,65,20,-22,19:13,14:39,4:33,0:00,18,13,0,5,1,19,15,0,5,1,37,28,0,10,2,43.1%,1.225,1.343,2.568,0.932,0.984,1.916,2.169,2.503,4.671,0.392,0.43,0.823,272,11.4%,163,27,0,2,0.00%
Roope Hintz,DAL,27,F,80,30,35,65,22,26,17:14,13:30,2:34,1:08,19,8,3,6,2,23,11,1,3,0,42,19,4,9,2,29.2%,1.305,1.523,2.828,1.054,1.276,2.331,2.329,3.202,5.531,0.375,0.438,0.813,182,16.5%,36,38,318,248,56.18%
John Tavares,TOR,33,F,80,29,36,65,30,2,17:51,14:46,3:04,0:00,20,9,0,6,1,25,11,0,2,0,45,20,0,8,1,30.8%,1.217,1.511,2.729,1.015,1.269,2.284,2.195,2.683,4.878,0.363,0.45,0.813,279,10.4%,134,37,802,551,59.28%
Cole Caufield,MTL,22,F,82,28,37,65,16,-4,19:25,15:49,3:35,0:00,19,9,0,7,3,25,12,0,4,2,44,21,0,11,5,32.3%,1.055,1.394,2.449,0.878,1.156,2.034,1.834,2.446,4.28,0.341,0.451,0.793,314,8.9%,56,22,7,9,43.75%
Matt Duchene,DAL,32,F,80,25,40,65,20,15,16:45,14:31,2:04,0:10,19,6,0,7,2,30,10,0,8,2,49,16,0,15,4,24.6%,1.118,1.789,2.908,0.981,1.549,2.53,2.175,3.625,5.8,0.313,0.5,0.813,172,14.5%,31,48,360,277,56.51%
Joel Eriksson Ek,MIN,26,F,77,30,34,64,60,18,20:31,14:13,3:53,2:24,17,12,1,5,0,25,9,0,5,1,42,21,1,10,1,32.8%,1.139,1.291,2.429,0.931,1.369,2.3,2.406,1.805,4.211,0.39,0.442,0.831,267,11.2%,168,55,796,806,49.69%
Claude Giroux,OTT,35,F,82,21,43,64,26,-14,20:05,15:12,2:58,1:54,16,3,2,2,1,26,16,1,1,0,42,19,3,3,1,29.7%,0.765,1.566,2.331,0.77,1.251,2.021,0.738,3.934,4.671,0.256,0.524,0.78,183,11.5%,40,30,668,484,57.99%
Pavel Buchnevich,STL,28,F,80,27,36,63,48,3,19:49,14:58,3:09,1:42,17,8,2,5,2,25,10,1,7,1,42,18,3,12,3,28.6%,1.021,1.362,2.383,0.852,1.253,2.104,1.903,2.379,4.282,0.338,0.45,0.788,207,13.0%,43,28,77,129,37.38%
Mats Zuccarello,MIN,36,F,69,12,51,63,30,-5,18:53,14:49,4:01,0:01,7,5,0,1,0,23,28,0,6,1,30,33,0,7,1,52.4%,0.552,2.347,2.9,0.41,1.348,1.759,1.079,6.042,7.121,0.174,0.739,0.913,173,6.9%,26,50,27,45,37.50%
Jared McCann,SEA,27,F,80,29,33,62,31,-10,16:45,12:42,2:34,1:28,18,9,2,3,1,19,14,0,4,1,37,23,2,7,2,37.1%,1.298,1.477,2.774,1.062,1.121,2.183,2.624,4.082,6.706,0.363,0.413,0.775,216,13.4%,45,27,147,160,47.88%
Michael Matheson,MTL,29,D,82,11,51,62,58,-24,25:33,18:54,3:40,2:58,4,5,2,0,0,28,23,0,4,3,32,28,2,4,3,45.2%,0.315,1.46,1.775,0.155,1.084,1.239,0.995,4.576,5.571,0.134,0.622,0.756,187,5.9%,61,186,0,0,0.00%
Kyle Connor,WPG,27,F,65,34,27,61,6,-6,19:43,16:14,3:20,0:08,29,5,0,10,3,13,14,0,5,1,42,19,0,15,4,31.1%,1.591,1.264,2.855,1.648,0.739,2.387,1.384,3.875,5.259,0.523,0.415,0.938,221,15.4%,14,19,2,5,28.57%
Nikolaj Ehlers,WPG,27,F,82,25,36,61,29,27,15:52,13:39,2:12,0:00,25,0,0,7,1,29,7,0,8,0,54,7,0,15,1,11.5%,1.152,1.659,2.812,1.339,1.553,2.892,0.0,2.324,2.324,0.305,0.439,0.744,233,10.7%,30,39,4,11,26.67%
Connor Bedard,CHI,18,F,68,22,39,61,28,-44,19:47,16:24,3:22,0:00,18,4,0,2,1,22,17,0,4,1,40,21,0,6,2,34.4%,0.981,1.739,2.721,0.968,1.183,2.151,1.048,4.453,5.501,0.324,0.574,0.897,206,10.7%,54,27,207,325,38.91%
Nick Schmaltz,ARI,27,F,79,22,39,61,10,-16,19:10,15:34,3:13,0:23,11,10,1,3,1,28,11,0,7,0,39,21,1,10,1,34.4%,0.871,1.545,2.416,0.536,1.365,1.902,2.36,2.596,4.956,0.278,0.494,0.772,158,13.9%,16,41,164,236,41.00%
Frank Vatrano,ANA,29,F,82,37,23,60,85,-20,18:20,13:55,2:26,1:58,21,13,3,7,2,15,7,1,2,1,36,20,4,9,3,33.3%,1.476,0.917,2.393,1.104,0.788,1.892,3.89,2.095,5.985,0.451,0.28,0.732,272,13.6%,156,78,9,18,33.33%
William Karlsson,VGK,30,F,70,30,30,60,22,15,17:36,13:08,2:34,1:53,22,7,1,2,0,21,8,1,4,2,43,15,2,6,2,25.0%,1.461,1.461,2.922,1.435,1.37,2.804,2.334,2.667,5.0,0.429,0.429,0.857,175,17.1%,43,46,547,426,56.22%
Charlie Coyle,BOS,31,F,82,25,35,60,38,-2,18:03,13:46,1:49,2:27,17,7,1,5,0,27,4,4,4,1,44,11,5,9,1,18.3%,1.013,1.418,2.43,0.903,1.434,2.336,2.806,1.604,4.41,0.305,0.427,0.732,146,17.1%,131,60,762,715,51.59%
Jamie Benn,DAL,34,F,82,21,39,60,41,8,15:07,11:48,2:19,0:59,13,7,1,3,0,22,15,2,4,1,35,22,3,7,1,36.7%,1.016,1.887,2.904,0.805,1.362,2.168,2.207,4.729,6.936,0.256,0.476,0.732,164,12.8%,110,50,436,276,61.24%
