Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Mike Ribeiro,DAL,27,F,76,27,56,83,46,21,18:25,14:04,4:20,0:01,20,7,0,5,1,32,24,0,9,0,52,31,0,14,1,37.3%,1.157,2.399,3.556,1.122,1.795,2.918,1.275,4.372,5.647,0.355,0.737,1.092,107,25.2%,53,23,397,486,44.96%
Martin St. Louis,TBL,32,F,82,25,58,83,26,-23,24:17,18:20,4:10,1:46,13,10,2,5,0,38,19,1,7,0,51,29,3,12,0,34.9%,0.753,1.748,2.501,0.519,1.516,2.035,1.752,3.328,5.08,0.305,0.707,1.012,241,10.4%,34,45,3,9,25.00%
Dany Heatley,OTT,26,F,71,41,41,82,76,33,21:44,16:48,4:27,0:28,28,13,0,8,1,29,12,0,5,0,57,25,0,13,1,30.5%,1.594,1.594,3.188,1.408,1.459,2.867,2.468,2.278,4.746,0.577,0.577,1.155,224,18.3%,58,31,15,11,57.69%
Eric Staal,CAR,23,F,82,38,44,82,50,-2,21:38,15:39,4:39,1:18,24,14,0,7,0,23,21,0,12,3,47,35,0,19,3,42.7%,1.285,1.488,2.773,1.121,1.074,2.195,2.195,3.293,5.488,0.463,0.537,1.0,310,12.3%,99,33,767,941,44.91%
Ryan Getzlaf,ANA,22,F,77,24,58,82,94,32,19:38,14:47,3:58,0:53,19,4,1,2,0,26,32,0,13,1,45,36,1,15,1,43.9%,0.952,2.3,3.252,1.001,1.369,2.37,0.786,6.285,7.071,0.312,0.753,1.065,185,13.0%,126,46,545,607,47.31%
Derek Roy,BUF,24,F,78,32,49,81,46,13,20:58,14:29,3:50,2:37,23,6,3,4,0,30,17,2,6,0,53,23,5,10,0,28.4%,1.174,1.798,2.972,1.221,1.593,2.814,1.199,3.398,4.598,0.41,0.628,1.038,218,14.7%,36,48,713,680,51.18%
Jason Pominville,BUF,25,F,82,27,53,80,20,16,19:58,13:37,3:38,2:42,24,2,1,1,0,26,25,2,8,1,50,27,3,9,1,33.8%,0.989,1.942,2.932,1.289,1.396,2.685,0.402,5.025,5.427,0.329,0.646,0.976,232,11.6%,30,38,25,42,37.31%
Mats Sundin,TOR,36,F,74,32,46,78,76,17,20:04,14:30,4:25,1:08,21,10,1,4,0,27,19,0,7,2,48,29,1,11,2,37.2%,1.293,1.858,3.151,1.174,1.509,2.683,1.83,3.477,5.306,0.432,0.622,1.054,259,12.4%,33,34,945,768,55.17%
Shane Doan,PHX,31,F,80,28,50,78,59,4,20:45,15:01,3:55,1:48,17,9,2,5,1,25,18,7,7,2,42,27,9,12,3,34.6%,1.012,1.807,2.818,0.849,1.248,2.097,1.72,3.441,5.161,0.35,0.625,0.975,243,11.5%,158,17,77,110,41.18%
Marc Savard,BOS,30,F,74,15,63,78,66,3,20:31,15:24,4:11,0:54,11,4,0,2,0,34,27,2,2,0,45,31,2,4,0,39.7%,0.593,2.489,3.082,0.579,1.789,2.367,0.773,5.219,5.992,0.203,0.851,1.054,196,7.7%,38,11,802,753,51.58%
Anze Kopitar,LAK,20,F,82,32,45,77,22,-15,20:41,15:28,4:03,1:09,18,12,2,3,1,21,22,2,6,0,39,34,4,9,1,44.2%,1.132,1.592,2.723,0.851,0.993,1.845,2.162,3.964,6.126,0.39,0.549,0.939,201,15.9%,47,40,566,584,49.22%
Henrik Sedin,VAN,27,F,82,15,61,76,56,6,19:30,14:47,4:12,0:30,10,4,1,2,1,36,25,0,11,1,46,29,1,13,2,38.2%,0.562,2.287,2.849,0.494,1.78,2.274,0.696,4.347,5.043,0.183,0.744,0.927,141,10.6%,19,15,643,726,46.97%
Mike Richards,PHI,22,F,73,28,47,75,76,14,21:30,13:21,4:52,3:17,15,8,5,6,1,23,23,1,7,1,38,31,6,13,2,41.3%,1.07,1.796,2.865,0.923,1.415,2.338,1.351,3.883,5.234,0.384,0.644,1.027,212,13.2%,111,46,698,683,50.54%
Brenden Morrow,DAL,28,F,82,32,42,74,105,23,19:59,14:26,4:15,1:17,18,12,2,7,1,26,16,0,3,0,44,28,2,10,1,37.8%,1.171,1.537,2.708,0.912,1.317,2.229,2.066,2.754,4.82,0.39,0.512,0.902,207,15.5%,260,29,16,25,39.02%
Daniel Sedin,VAN,27,F,82,29,45,74,50,6,19:03,14:33,4:12,0:17,17,12,0,7,2,25,20,0,7,1,42,32,0,14,3,43.2%,1.114,1.728,2.842,0.854,1.256,2.11,2.089,3.482,5.571,0.354,0.549,0.902,247,11.7%,11,14,17,21,44.74%
Daniel Briere,PHI,30,F,79,31,41,72,68,-22,18:51,13:57,4:51,0:03,17,14,0,3,0,17,23,1,9,1,34,37,1,12,1,51.4%,1.248,1.651,2.899,0.925,0.925,1.85,2.192,3.601,5.794,0.392,0.519,0.911,182,17.0%,29,17,631,619,50.48%
Jean-Pierre Dumont,NSH,29,F,80,29,43,72,34,5,18:29,14:21,3:54,0:13,22,7,0,8,1,34,9,0,7,0,56,16,0,15,1,22.2%,1.176,1.744,2.92,1.15,1.777,2.926,1.342,1.726,3.068,0.363,0.538,0.9,192,15.1%,44,11,3,10,23.08%
Jason Arnott,NSH,33,F,79,28,44,72,54,19,18:59,14:26,4:22,0:10,15,13,0,3,0,35,9,0,11,1,50,22,0,14,1,30.6%,1.12,1.76,2.88,0.789,1.841,2.63,2.255,1.561,3.816,0.354,0.557,0.911,248,11.3%,42,23,614,646,48.73%
Sidney Crosby,PIT,20,F,53,24,48,72,39,18,20:50,14:56,5:12,0:42,18,6,0,4,0,26,21,1,12,1,44,27,1,16,1,37.5%,1.303,2.607,3.91,1.364,1.971,3.335,1.305,4.566,5.871,0.453,0.906,1.358,173,13.9%,50,40,567,536,51.41%
Patrick Kane,CHI,19,F,82,21,51,72,52,-5,18:21,14:19,3:56,0:06,14,7,0,4,1,30,21,0,5,1,44,28,0,9,2,38.9%,0.837,2.032,2.869,0.715,1.533,2.248,1.298,3.895,5.193,0.256,0.622,0.878,191,11.0%,16,7,16,10,61.54%
Olli Jokinen,FLA,29,F,82,34,37,71,67,-19,19:54,15:58,3:48,0:07,16,18,0,5,1,22,15,0,6,2,38,33,0,11,3,46.5%,1.25,1.36,2.61,0.733,1.008,1.741,3.462,2.885,6.347,0.415,0.451,0.866,341,10.0%,78,25,404,534,43.07%
Václav Prospal,PHI,32,F,80,33,38,71,45,0,19:22,16:05,3:13,0:02,23,10,0,5,1,29,9,0,6,0,52,19,0,11,1,26.8%,1.278,1.471,2.749,1.072,1.351,2.423,2.322,2.09,4.411,0.413,0.475,0.888,215,15.4%,76,37,146,116,55.73%
Jaromír Jágr,NYR,35,F,82,25,46,71,58,8,20:28,16:09,4:09,0:08,18,7,0,5,0,24,22,0,7,1,42,29,0,12,1,40.8%,0.894,1.644,2.538,0.815,1.087,1.902,1.229,3.864,5.093,0.305,0.561,0.866,249,10.0%,27,16,1,2,33.33%
Paul Stastny,COL,22,F,66,24,47,71,24,22,21:04,14:48,4:11,2:05,21,3,0,4,1,28,18,1,8,0,49,21,1,12,1,29.6%,1.035,2.027,3.062,1.289,1.719,3.008,0.651,3.907,4.558,0.364,0.712,1.076,138,17.4%,16,31,561,540,50.95%
Ales Hemsky,EDM,24,F,74,20,51,71,34,-9,18:34,14:31,3:52,0:11,12,8,0,2,0,29,22,0,5,0,41,30,0,7,0,42.3%,0.873,2.226,3.099,0.67,1.62,2.29,1.677,4.611,6.287,0.27,0.689,0.959,184,10.9%,24,29,1,4,20.00%
Scott Gomez,NYR,28,F,81,16,54,70,36,3,19:53,14:47,4:17,0:48,9,7,0,3,0,31,22,1,10,3,40,29,1,13,3,41.4%,0.596,2.011,2.606,0.451,1.552,2.003,1.21,3.802,5.012,0.198,0.667,0.864,242,6.6%,48,24,612,553,52.53%
Nicklas Lidström,DET,37,D,76,10,60,70,40,40,26:16,17:48,4:36,3:51,5,5,0,4,0,30,29,1,11,0,35,34,1,15,0,48.6%,0.3,1.803,2.103,0.222,1.33,1.552,0.858,4.974,5.832,0.132,0.789,0.921,188,5.3%,23,70,0,0,0.00%
Rick Nash,CBJ,23,F,80,38,31,69,95,2,20:29,14:18,3:35,2:34,24,10,4,6,0,19,12,0,3,0,43,22,4,9,0,31.9%,1.391,1.135,2.526,1.257,0.996,2.253,2.083,2.5,4.584,0.475,0.388,0.863,329,11.6%,67,30,14,30,31.82%
Tomas Plekanec,MTL,25,F,81,29,40,69,42,15,18:04,13:04,3:25,1:34,15,12,2,6,0,26,13,1,7,0,41,25,3,13,0,36.2%,1.188,1.639,2.827,0.849,1.472,2.322,2.597,2.813,5.41,0.358,0.494,0.852,186,15.6%,32,28,683,698,49.46%
Nicklas Bäckström,WSH,20,F,82,14,55,69,24,13,18:59,14:41,4:02,0:15,11,3,0,4,1,33,22,0,7,0,44,25,0,11,1,36.2%,0.539,2.119,2.658,0.548,1.644,2.192,0.542,3.976,4.518,0.171,0.671,0.841,153,9.2%,34,34,405,469,46.34%
Alexander Frolov,LAK,25,F,71,23,44,67,22,1,18:47,14:57,3:37,0:12,18,5,0,7,0,31,13,0,2,1,49,18,0,9,1,26.9%,1.034,1.978,3.012,1.016,1.75,2.767,1.165,3.029,4.194,0.324,0.62,0.944,160,14.4%,22,18,2,9,18.18%
Marian Hossa,PIT,28,F,72,29,37,66,36,-14,21:21,14:19,4:33,2:28,19,8,2,4,2,16,21,0,3,0,35,29,2,7,2,43.9%,1.131,1.444,2.575,1.106,0.931,2.037,1.463,3.839,5.302,0.403,0.514,0.917,264,11.0%,65,19,4,11,26.67%
Kristian Huselius,CGY,29,F,81,25,41,66,40,10,17:41,13:37,3:50,0:14,19,6,0,5,0,22,19,0,6,0,41,25,0,11,0,37.9%,1.047,1.717,2.763,1.033,1.196,2.23,1.159,3.669,4.828,0.309,0.506,0.815,202,12.4%,9,11,1,3,25.00%
Brad Boyes,STL,25,F,82,43,22,65,20,1,17:56,13:57,3:54,0:05,32,11,0,9,1,14,8,0,1,0,46,19,0,10,1,29.2%,1.753,0.897,2.65,1.678,0.734,2.413,2.061,1.499,3.561,0.524,0.268,0.793,207,20.8%,55,20,105,131,44.49%
Zach Parise,NJD,23,F,81,32,33,65,25,13,18:03,14:14,3:39,0:09,21,10,1,8,2,20,13,0,9,1,41,23,1,17,3,35.4%,1.313,1.354,2.666,1.092,1.04,2.132,2.023,2.63,4.652,0.395,0.407,0.802,266,12.0%,76,30,50,54,48.08%
Daymond Langkow,CGY,31,F,80,30,35,65,19,16,18:49,14:36,3:54,0:18,15,14,1,4,0,25,9,1,6,0,40,23,2,10,0,35.4%,1.195,1.394,2.589,0.77,1.283,2.053,2.692,1.73,4.422,0.375,0.438,0.813,201,14.9%,75,37,357,460,43.70%
Cory Stillman,OTT,34,F,79,24,41,65,24,-15,18:58,13:45,4:07,1:05,13,11,0,6,1,23,18,0,6,1,36,29,0,12,2,44.6%,0.96,1.64,2.601,0.717,1.269,1.986,2.025,3.314,5.339,0.304,0.519,0.823,166,14.5%,69,22,7,10,41.18%
Paul Kariya,STL,33,F,82,16,49,65,50,-10,18:43,14:25,4:13,0:04,11,5,0,1,0,33,16,0,11,1,44,21,0,12,1,32.3%,0.625,1.914,2.54,0.558,1.674,2.232,0.866,2.772,3.638,0.195,0.598,0.793,223,7.2%,18,21,0,6,0.00%
Sergei Gonchar,PIT,33,D,78,12,53,65,66,13,25:42,16:18,5:34,3:49,4,8,0,2,1,15,38,0,11,0,19,46,0,13,1,70.8%,0.359,1.586,1.945,0.189,0.707,0.896,1.104,5.246,6.351,0.154,0.679,0.833,173,6.9%,56,126,0,0,0.00%
Thomas Vanek,BUF,23,F,82,36,28,64,64,-5,16:51,12:54,3:49,0:07,17,19,0,9,2,23,5,0,5,1,40,24,0,14,3,37.5%,1.563,1.216,2.779,0.964,1.304,2.268,3.633,0.956,4.589,0.439,0.341,0.78,240,15.0%,45,24,6,7,46.15%
Petr Sýkora,PIT,31,F,81,28,35,63,41,1,16:50,12:52,3:53,0:05,13,15,0,4,0,23,12,0,5,0,36,27,0,9,0,42.9%,1.231,1.539,2.77,0.748,1.324,2.072,2.859,2.287,5.146,0.346,0.432,0.778,201,13.9%,26,19,9,6,60.00%
Pierre-Marc Bouchard,MIN,23,F,81,13,50,63,34,11,16:50,13:12,3:35,0:02,7,6,0,4,0,31,19,0,12,1,38,25,0,16,1,39.7%,0.572,2.199,2.77,0.393,1.738,2.131,1.235,3.91,5.145,0.16,0.617,0.778,129,10.1%,10,15,4,6,40.00%
Patrick Sharp,CHI,26,F,80,36,26,62,55,23,18:46,13:09,3:15,2:21,20,9,7,7,1,19,5,2,6,1,39,14,9,13,2,22.6%,1.438,1.039,2.477,1.139,1.082,2.222,2.072,1.151,3.224,0.45,0.325,0.775,209,17.2%,50,27,305,289,51.35%
Nathan Horton,FLA,22,F,82,27,35,62,85,15,18:44,15:10,2:57,0:35,18,9,0,3,2,25,10,0,6,1,43,19,0,9,3,30.6%,1.054,1.367,2.421,0.868,1.205,2.072,2.225,2.472,4.697,0.329,0.427,0.756,212,12.7%,81,24,29,44,39.73%
Brad Richards,DAL,27,F,74,20,42,62,15,-27,23:03,16:05,4:44,2:12,9,9,2,4,0,22,19,1,5,1,31,28,3,9,1,45.2%,0.704,1.477,2.181,0.453,1.108,1.562,1.54,3.251,4.791,0.27,0.568,0.838,249,8.0%,13,22,527,547,49.07%
Mark Streit,MTL,30,D,81,13,49,62,28,-6,17:31,11:48,4:52,0:49,6,7,0,3,0,22,27,0,9,2,28,34,0,12,2,54.8%,0.55,2.072,2.621,0.376,1.38,1.757,1.062,4.097,5.159,0.16,0.605,0.765,165,7.9%,59,62,0,1,0.00%
Brian Campbell,SJS,28,D,83,8,54,62,20,8,25:06,18:16,4:13,2:36,3,5,0,0,0,26,28,0,13,1,29,33,0,13,1,53.2%,0.23,1.555,1.785,0.119,1.029,1.148,0.855,4.787,5.642,0.096,0.651,0.747,142,5.6%,61,96,0,0,0.00%
Nikolai Zherdev,CBJ,23,F,82,26,35,61,34,-9,19:22,15:20,3:47,0:14,19,7,0,3,0,19,15,1,5,1,38,22,1,8,1,36.1%,0.982,1.322,2.304,0.906,0.906,1.813,1.352,2.897,4.248,0.317,0.427,0.744,254,10.2%,37,18,12,17,41.38%
Ray Whitney,CAR,35,F,66,25,36,61,30,-6,18:56,13:25,4:48,0:41,19,6,0,4,0,12,24,0,6,2,31,30,0,10,2,49.2%,1.2,1.728,2.929,1.286,0.812,2.098,1.134,4.534,5.668,0.379,0.545,0.924,204,12.3%,13,23,3,2,60.00%
Dustin Brown,LAK,23,F,78,33,27,60,55,-13,20:17,14:40,3:42,1:54,19,12,2,4,1,15,10,2,6,0,34,22,4,10,1,36.7%,1.251,1.023,2.274,0.996,0.786,1.782,2.484,2.07,4.554,0.423,0.346,0.769,219,15.1%,311,23,20,20,50.00%
Dion Phaneuf,CGY,22,D,82,17,43,60,182,12,26:12,18:24,4:59,2:48,6,10,1,4,0,20,23,0,6,2,26,33,1,10,2,55.0%,0.475,1.201,1.675,0.239,0.795,1.034,1.466,3.373,4.839,0.207,0.524,0.732,263,6.5%,194,88,0,0,0.00%
Brian Rolston,MIN,34,F,81,31,28,59,53,-1,20:04,14:18,3:47,1:58,19,11,1,8,0,11,17,0,6,1,30,28,1,14,1,47.5%,1.144,1.033,2.178,0.984,0.569,1.553,2.153,3.328,5.481,0.383,0.346,0.728,289,10.7%,59,24,67,98,40.61%
Andrew Brunette,COL,34,F,82,19,40,59,14,5,15:32,12:24,3:07,0:01,12,7,0,2,0,31,9,0,3,0,43,16,0,5,0,27.1%,0.894,1.883,2.777,0.708,1.829,2.537,1.642,2.111,3.753,0.232,0.488,0.72,125,15.2%,14,21,3,5,37.50%
Keith Tkachuk,STL,35,F,79,27,31,58,69,-2,16:51,13:00,3:46,0:04,14,12,1,1,0,24,7,0,4,0,38,19,1,5,0,32.8%,1.217,1.397,2.614,0.818,1.402,2.22,2.41,1.406,3.816,0.342,0.392,0.734,177,15.3%,92,17,552,566,49.37%
Alexander Radulov,NSH,21,F,81,26,32,58,44,7,16:23,13:11,3:07,0:04,22,4,0,2,1,30,2,0,5,1,52,6,0,7,2,10.3%,1.175,1.446,2.621,1.236,1.685,2.92,0.946,0.473,1.419,0.321,0.395,0.716,183,14.2%,17,36,0,1,0.00%
Chris Drury,NYR,31,F,82,25,33,58,45,-3,19:47,12:44,3:57,3:06,13,12,0,7,1,14,17,2,6,1,27,29,2,13,2,50.0%,0.924,1.22,2.144,0.747,0.804,1.552,2.218,3.142,5.36,0.305,0.402,0.707,220,11.4%,46,76,746,613,54.89%
Alex Tanguay,CGY,28,F,78,18,40,58,48,11,18:45,14:00,3:03,1:41,13,3,2,3,0,27,12,1,6,0,40,15,3,9,0,25.9%,0.738,1.64,2.378,0.714,1.483,2.197,0.754,3.014,3.768,0.231,0.513,0.744,121,14.9%,42,24,7,13,35.00%
Andrei Markov,MTL,29,D,82,16,42,58,63,1,24:58,16:37,5:10,3:10,5,10,1,2,0,18,22,2,5,0,23,32,3,7,0,55.2%,0.469,1.231,1.699,0.22,0.792,1.012,1.415,3.112,4.527,0.195,0.512,0.707,145,11.0%,59,127,0,0,0.00%
Martin Erat,NSH,26,F,76,23,34,57,40,-3,18:39,14:01,3:30,1:06,19,4,0,6,1,23,11,0,2,0,42,15,0,8,1,26.3%,0.973,1.439,2.412,1.069,1.294,2.363,0.9,2.474,3.374,0.303,0.447,0.75,163,14.1%,49,16,15,26,36.59%
Mike Modano,DAL,37,F,82,21,36,57,48,-11,19:14,13:17,4:12,1:44,15,5,1,4,1,17,18,1,5,0,32,23,2,9,1,40.4%,0.799,1.369,2.168,0.826,0.936,1.762,0.871,3.136,4.007,0.256,0.439,0.695,200,10.5%,10,28,563,582,49.17%
Radim Vrbata,PHX,26,F,76,27,29,56,14,6,18:12,12:55,3:32,1:43,17,7,3,5,1,18,9,2,5,1,35,16,5,10,2,28.6%,1.171,1.258,2.429,1.038,1.099,2.137,1.557,2.002,3.559,0.355,0.382,0.737,246,11.0%,13,19,7,12,36.84%
Marco Sturm,BOS,29,F,80,27,29,56,40,11,17:59,12:31,3:19,2:09,16,10,1,5,1,16,13,0,2,0,32,23,1,7,1,41.1%,1.125,1.208,2.334,0.958,0.958,1.917,2.256,2.933,5.189,0.338,0.363,0.7,229,11.8%,50,25,10,24,29.41%
Nikolai Antropov,TOR,27,F,72,26,30,56,92,10,20:06,14:00,3:35,2:30,14,12,0,5,1,25,4,1,4,0,39,16,1,9,1,28.6%,1.077,1.243,2.321,0.833,1.488,2.321,2.782,0.927,3.709,0.361,0.417,0.778,165,15.8%,102,51,114,157,42.07%
Mike Green,WSH,22,D,82,18,38,56,62,6,23:26,18:28,4:38,0:19,10,8,0,4,3,23,15,0,7,2,33,23,0,11,5,41.1%,0.562,1.186,1.748,0.396,0.911,1.307,1.262,2.367,3.629,0.22,0.463,0.683,234,7.7%,94,68,0,1,0.00%
Saku Koivu,MTL,33,F,77,16,40,56,93,-4,18:07,13:13,3:30,1:23,8,8,0,3,1,19,19,2,7,2,27,27,2,10,3,48.2%,0.688,1.72,2.408,0.471,1.119,1.591,1.776,4.219,5.995,0.208,0.519,0.727,150,10.7%,41,29,701,640,52.27%
Mike Knuble,PHI,35,F,82,29,26,55,72,-3,18:54,12:45,4:28,1:40,13,15,1,3,0,11,15,0,5,0,24,30,1,8,0,54.5%,1.122,1.006,2.128,0.745,0.631,1.376,2.453,2.453,4.906,0.354,0.317,0.671,177,16.4%,58,48,10,15,40.00%
Markus Näslund,VAN,34,F,82,25,30,55,46,-7,17:23,13:44,3:35,0:03,16,9,0,2,0,17,13,0,9,1,33,22,0,11,1,40.0%,1.052,1.263,2.315,0.852,0.905,1.756,1.837,2.654,4.492,0.305,0.366,0.671,237,10.6%,13,24,0,1,0.00%
Milan Michálek,SJS,23,F,79,24,31,55,47,19,18:04,14:13,3:20,0:30,18,5,1,8,0,20,11,0,7,0,38,16,1,15,0,29.1%,1.008,1.302,2.311,0.961,1.068,2.03,1.135,2.496,3.631,0.304,0.392,0.696,233,10.3%,70,31,6,4,60.00%
Patrik Elias,NJD,31,F,74,20,35,55,38,10,18:28,13:15,3:35,1:36,13,7,0,8,3,21,12,2,9,3,34,19,2,17,6,34.5%,0.878,1.537,2.415,0.795,1.284,2.079,1.58,2.709,4.289,0.27,0.473,0.743,263,7.6%,51,20,354,422,45.62%
Brian Rafalski,DET,34,D,73,13,42,55,34,27,24:04,17:59,4:28,1:36,3,10,0,1,0,21,21,0,9,1,24,31,0,10,1,56.4%,0.444,1.434,1.878,0.137,0.959,1.096,1.837,3.857,5.694,0.178,0.575,0.753,175,7.4%,38,70,0,0,0.00%
Corey Perry,ANA,22,F,70,29,25,54,108,12,17:57,14:12,3:28,0:15,18,11,0,4,0,19,6,0,4,0,37,17,0,8,0,31.5%,1.385,1.194,2.579,1.086,1.146,2.232,2.707,1.477,4.184,0.414,0.357,0.771,200,14.5%,95,11,3,13,18.75%
Milan Hejduk,COL,31,F,77,29,25,54,36,8,19:20,13:59,3:40,1:40,20,8,1,4,0,18,7,0,8,1,38,15,1,12,1,27.8%,1.168,1.007,2.175,1.114,1.003,2.117,1.693,1.481,3.174,0.377,0.325,0.701,205,14.2%,17,10,54,82,39.71%
Jonathan Toews,CHI,19,F,64,24,30,54,44,11,18:40,13:28,3:41,1:30,17,7,0,4,1,13,15,2,5,0,30,22,2,9,1,40.7%,1.205,1.506,2.712,1.183,0.905,2.088,1.779,3.813,5.592,0.375,0.469,0.844,144,16.7%,27,13,509,447,53.24%
Peter Mueller,PHX,19,F,81,22,32,54,32,-13,17:15,13:04,3:58,0:12,15,7,0,3,0,17,15,0,5,0,32,22,0,8,0,40.7%,0.944,1.373,2.318,0.85,0.963,1.813,1.302,2.791,4.093,0.272,0.395,0.667,201,11.0%,30,12,105,146,41.83%
Robert Lang,CHI,37,F,76,21,33,54,50,9,18:25,13:59,3:40,0:45,14,7,0,3,0,23,10,0,4,1,37,17,0,7,1,31.5%,0.9,1.414,2.314,0.79,1.298,2.088,1.503,2.147,3.651,0.276,0.434,0.711,172,12.2%,25,22,593,524,53.09%
Viktor Kozlov,WSH,32,F,81,16,38,54,18,28,17:34,14:36,2:52,0:05,14,2,0,2,0,29,9,0,6,0,43,11,0,8,0,20.4%,0.674,1.601,2.276,0.71,1.471,2.181,0.516,2.32,2.835,0.198,0.469,0.667,219,7.3%,51,32,203,239,45.93%
Pavol Demitra,MIN,33,F,68,15,39,54,24,9,19:42,14:36,3:29,1:37,13,2,0,1,0,27,11,1,6,3,40,13,1,7,3,24.1%,0.672,1.746,2.418,0.786,1.631,2.417,0.507,2.786,3.292,0.221,0.574,0.794,126,11.9%,17,48,403,487,45.28%
Jeff Carter,PHI,22,F,82,29,24,53,55,6,18:50,14:08,2:26,2:16,20,7,2,5,0,12,11,1,4,0,32,18,3,9,0,34.0%,1.126,0.932,2.058,1.035,0.621,1.656,2.103,3.305,5.408,0.354,0.293,0.646,260,11.2%,52,52,657,721,47.68%
Andrei Kostitsyn,MTL,22,F,78,26,27,53,29,15,15:41,12:36,3:00,0:04,14,12,0,5,0,23,4,0,3,0,37,16,0,8,0,30.2%,1.275,1.324,2.599,0.854,1.404,2.258,3.066,1.022,4.088,0.333,0.346,0.679,156,16.7%,102,22,4,2,66.67%
